SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HAS_GARAGE,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_PRICE
MLS Listing,,Single Family Residential,1690 Ashbury Ln,Hayward,CA,94545,719000,3.0,2.0,Hayward,1119.0,5300.0,,13.0,643.0,,Active,September-30-2023 12:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Hayward/1690-Ashbury-Ln-94545/home/1867124,San Francisco MLS,423909032,N,Y,37.6344523,-122.0894793,,Central,Central,6,5,5,,643.0,735120.0,5084.0,66,Bikeable,51,Somewhat walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places8 groceries, 29 restaurants, 5 parksTransit41, 56, 60, 83, 86, 97, M, SB","Sep 16, 2023",Listed (Active)San Francisco MLS #423909032,719000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/1690-Ashbury-Ln-94545/home/1867124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,355 Laurel Ave #8,Hayward,CA,94541,479000,2.0,1.5,Hayward,882.0,40632.0,1974.0,14.0,543.0,475.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/355-Laurel-Ave-94541/unit-8/home/977808,San Francisco MLS,423909867,N,Y,37.6709121,-122.0966539,Carpet,None,None,3,3,NA,,520.0,478318.0,3720.0,72,Very bikeable,70,Very walkable,,,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 23 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Oct 1, 2023",Price ChangedSan Francisco MLS #423909867,459000.0,"Sep 15, 2023",Listed (Active)San Francisco MLS #423909867,479000.0,,,,,,,https://www.redfin.com/CA/Hayward/355-Laurel-Ave-94541/unit-8/home/977808,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,504 B St,Hayward,CA,94541,849999,3.0,2.0,A STREET,1294.0,5000.0,1905.0,15.0,657.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/504-B-St-94541/home/977081,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039216,N,Y,37.6695051,-122.0913561,"Laminate, Tile",Forced Air,Central Air,5,3,NA,2.25,657.0,856803.0,6010.0,72,Very bikeable,88,Very walkable,65,Good transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 34 restaurants, 3 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, CC, Green-N, Green-S, M, Orange-N, Orange-S","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039216",849999.0,"Apr 6, 2019","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40858663",NA,"Mar 28, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40858663",579000.0,,,,https://www.redfin.com/CA/Hayward/504-B-St-94541/home/977081,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,20151 Leif Ln,Hayward,CA,94541,1250000,4.0,3.0,HAYWARD,1895.0,5500.0,2023.0,15.0,660.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Hayward/20151-Leif-LN-94541/home/187524068,MLSListings,ML81941924,N,Y,37.6737239,-122.1007867,,Central Forced Air,Central Forced Air,NA,NA,NA,2.0,660.0,1258205.0,8838.0,59,Bikeable,50,Somewhat walkable,,,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 17 restaurants, 5 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 97, 99, CC, Green-N, Green-S, M, NX4, NXC, Orange-N, Orange-S, S","Sep 14, 2023",Listed (Active)MLSListings #ML81941924,1250000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/20151-Leif-LN-94541/home/187524068,2.0,Attached Garage,,Dining Area in Living Room,,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,29621 Red Oak Ct #10,Hayward,CA,94544,368000,1.0,1.0,Hayward,579.0,167140.0,1985.0,15.0,636.0,455.0,Active,,,https://www.redfin.com/CA/Hayward/29621-Red-Oak-Ct-94544/unit-10/home/1894619,San Francisco MLS,423909557,N,Y,37.6301384,-122.0469391,"Parquet, Vinyl",Central,,2,2,2,,636.0,369029.0,3057.0,55,Bikeable,68,Somewhat walkable,50,Good transit,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 24 restaurants, 6 parksTransit41, 56, 60, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 14, 2023",Listed (Active)San Francisco MLS #423909557,368000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/29621-Red-Oak-Ct-94544/unit-10/home/1894619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,22526 Richard St,Hayward,CA,94541,808000,2.0,1.0,HAYWARD,882.0,2574.0,1928.0,15.0,916.0,,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Hayward/22526-Richard-St-94541/home/1768435,MLSListings,ML81941885,N,Y,37.6764306,-122.0793328,"Hardwood, Laminate, Tile","Baseboard, Central Forced Air, Central Forced Air (Gas)",,5,2,NA,2.5,916.0,809489.0,5713.0,69,Bikeable,92,Walker's paradise,57,Good transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 24 restaurants, 2 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, Green-N, Green-S, M, Orange-N, Orange-S","Sep 14, 2023",Listed (Active)MLSListings #ML81941885,808000.0,"Apr 18, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40985527",NA,"Mar 29, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40985527",729000.0,,,,https://www.redfin.com/CA/Hayward/22526-Richard-St-94541/home/1768435,1.0,"Attached Garage, Tandem Parking",Shower and Tub,"Breakfast Nook, Dining Area, Eat in Kitchen","In Garage, Washer/Dryer","Individual Gas Meters, Public Utilities",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,27971 Edgecliff Way,Hayward,CA,94542,1250000,4.0,3.0,HAYWARD HILLS,2284.0,7950.0,1971.0,15.0,547.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/27971-Edgecliff-Way-94542/home/792537,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039119,N,Y,37.6532775,-122.0388688,"Hardwood, Linoleum, Tile",Central,"Ceiling Fan(s), No Air Conditioning",6,2,NA,2.5,547.0,1264978.0,8838.0,15,Somewhat bikeable,15,Car-dependent,23,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 24 restaurants, 8 parksTransit41, 60, 801, 83, 86, 94, 95, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039119",1250000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/27971-Edgecliff-Way-94542/home/792537,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,26348 Saklan Rd,Hayward,CA,94545,1080000,3.0,3.5,,1854.0,2272.0,2010.0,16.0,583.0,88.0,Active,,,https://www.redfin.com/CA/Hayward/26348-Saklan-Rd-94545/home/22682947,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039070,N,Y,37.6478337,-122.1183487,"Tile, Carpet, Engineered Wood",Forced Air,Central Air,4,4,5,2.5,583.0,1080283.0,7724.0,46,Somewhat bikeable,65,Somewhat walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places9 groceries, 33 restaurants, 4 parksTransit56, 60, 83, 86, 93, 97, M, S","Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039070",1080000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/26348-Saklan-Rd-94545/home/22682947,2.0,,,,,"All Public Utilities, Natural Gas Connected, Master Electric Meter, Master Gas Meter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,27841 Biscayne Ave,Hayward,CA,94544,690000,3.0,2.0,,1216.0,5000.0,1954.0,16.0,567.0,,Active,,,https://www.redfin.com/CA/Hayward/27841-Biscayne-Ave-94544/home/1863507,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038967,N,Y,37.6294426,-122.0750671,"Laminate, Tile, Carpet",Wall Furnace,Ceiling Fan(s),4,2,2,2.5,567.0,714570.0,4879.0,62,Bikeable,78,Very walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places11 groceries, 22 restaurants, 5 parksTransit41, 56, 801, 83, 86, 97, 99, Green-N, Green-S, Orange-N, Orange-S, SB","Sep 28, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038967",690000.0,"Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038967",765000.0,,,,,,,https://www.redfin.com/CA/Hayward/27841-Biscayne-Ave-94544/home/1863507,1.0,,,,,"Cable Connected, Internet Available, Natural Gas Available, Natural Gas Connected, Master Electric Meter, Master Gas Meter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,25912 Hayward Blvd #106,Hayward,CA,94542,595000,2.0,2.0,Hayward,1203.0,191198.0,1983.0,16.0,495.0,561.0,Active,September-30-2023 12:00 PM,September-30-2023 02:00 PM,https://www.redfin.com/CA/Hayward/25912-Hayward-Blvd-94542/unit-106/home/1826977,BAREIS,323909913,N,Y,37.6599294,-122.0529153,Tile,Central,"Ceiling Fan(s), Central",6,2,NA,,495.0,595110.0,4768.0,24,Somewhat bikeable,13,Car-dependent,32,Some transit,Minimal,Moderate,Moderate,Minimal,"Places7 groceries, 22 restaurants, 6 parksTransit41, 60, 801, 94, 95, 99",,,,,,,,,,,,,https://www.redfin.com/CA/Hayward/25912-Hayward-Blvd-94542/unit-106/home/1826977,1.0,,,,,Cable Available,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,118 Fairway St,Hayward,CA,94544,949000,3.0,2.0,HAYWARD,1134.0,5445.0,1955.0,17.0,837.0,,Active,,,https://www.redfin.com/CA/Hayward/118-Fairway-St-94544/home/1653498,MLSListings,ML81941673,N,Y,37.6188899,-122.0433762,,Central Forced Air,"Window/Wall Unit, Other (See Remarks)",2,2,2,2.5,837.0,,6710.0,44,Somewhat bikeable,52,Somewhat walkable,36,Some transit,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 27 restaurants, 6 parksTransit41, 56, 801, 83, 86, 97, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 12, 2023",Listed (Active)MLSListings #ML81941673,949000.0,"May 18, 2022","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40991717",NA,"May 4, 2022","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40991717",843000.0,,,,https://www.redfin.com/CA/Hayward/118-Fairway-St-94544/home/1653498,2.0,"Attached Garage, Parking Area",,Formal Dining Room,,Public Utilities,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,29034 Windemere Rd,Hayward,CA,94545,325000,3.0,2.0,GEORGIAN  MANOR,1500.0,,,17.0,217.0,,Active,,,https://www.redfin.com/CA/Hayward/29034-Windemere-Rd-94544/home/1900493,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038683,N,Y,37.6216754,-122.0684309,"Laminate, Carpet","Forced Air, Central","Ceiling Fan(s), Central Air",4,4,5,3.0,217.0,320118.0,2298.0,58,Bikeable,53,Somewhat walkable,33,Some transit,Minimal,Minimal,Moderate,Minimal,"Places12 groceries, 29 restaurants, 3 parksTransit41, 56, 801, 83, 86, 97, 99, Green-N, Green-S, Orange-N, Orange-S, SB","Sep 16, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038683",NA,"Sep 14, 2023","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038683",NA,"Sep 10, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038683",325000.0,"Feb 7, 2011","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40448567",NA,https://www.redfin.com/CA/Hayward/29034-Windemere-Rd-94544/home/1900493,,,,,,"Water/Sewer Meter on Site, Natural Gas Connected, Individual Electric Meter, Individual Gas Meter",,,,,"Jul 14, 2010","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40448567",154900.0,"Feb 1, 2010","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40448567",164900.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,26953 Hayward Blvd #210,Hayward,CA,94542,520000,1.0,1.0,HAYWARD HILLS,869.0,39177.0,1983.0,17.0,598.0,445.0,Active,,,https://www.redfin.com/CA/Hayward/26953-Hayward-Blvd-94542/unit-210/home/814173,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038884,N,Y,37.6548734,-122.0462525,Carpet,"Forced Air, Natural Gas",Ceiling Fan(s),6,2,NA,2.5,598.0,519549.0,4122.0,27,Somewhat bikeable,43,Car-dependent,30,Some transit,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 25 restaurants, 5 parksTransit41, 60, 801, 83, 86, 94, 95, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038884",520000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/26953-Hayward-Blvd-94542/unit-210/home/814173,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),21824 Thelma St,Hayward,CA,94541,1350000,8.0,5.0,HAYWARD,3698.0,5080.0,1964.0,17.0,365.0,,Active,,,https://www.redfin.com/CA/Hayward/21824-Thelma-St-94541/home/981324,MLSListings,ML81941632,N,Y,37.6647759,-122.1115793,,Wall Furnace,,3,4,5,2.25,365.0,1343428.0,9545.0,60,Bikeable,75,Very walkable,44,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 24 restaurants, 3 parksTransit34, 56, 60, 83, 86, 93, 97, CC, M, S","Sep 12, 2023",Listed (Active)MLSListings #ML81941632,1350000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/21824-Thelma-St-94541/home/981324,,Carport,,,,"Individual Electric Meters, Individual Gas Meters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,255 Bridgewater Rd,Hayward,CA,94544,1695000,5.0,3.0,TWIN BRIDGES,2708.0,5000.0,1999.0,17.0,626.0,12.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/255-Bridgewater-Rd-94544/home/784264,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038865,N,Y,37.6259055,-122.047299,"Hardwood, Tile, Carpet",Forced Air,Central Air,2,2,2,2.5,626.0,1704077.0,11997.0,56,Bikeable,63,Somewhat walkable,44,Some transit,Minimal,Moderate,Moderate,Minimal,"Places10 groceries, 24 restaurants, 6 parksTransit41, 56, 801, 83, 86, 94, 99, Green-N, Green-S, Orange-N, Orange-S","Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038865",1695000.0,"Aug 11, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40829916",NA,"Aug 5, 2018","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40829916",1150000.0,"Jul 12, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40829916",1295000.0,https://www.redfin.com/CA/Hayward/255-Bridgewater-Rd-94544/home/784264,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3580 Star Ridge Rd,Hayward,CA,94542,1648000,4.0,2.0,HAYWARD HILLS,2065.0,46065.0,1954.0,17.0,798.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Hayward/3580-Star-Ridge-Rd-94542/home/2032562,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038845,N,Y,37.6704751,-122.0391959,"Tile, Carpet",Forced Air,"Ceiling Fan(s), Central Air",5,2,NA,2.5,798.0,1647461.0,11652.0,9,Somewhat bikeable,0,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 20 restaurants, 9 parksTransit28, 60, 801, 94, 95, 99, NX4, NXC","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038845",1648000.0,"Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038845",1698000.0,,,,,,,https://www.redfin.com/CA/Hayward/3580-Star-Ridge-Rd-94542/home/2032562,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2636 East Ave,Hayward,CA,94541,1049000,3.0,1.0,FAIRVIEW,1497.0,32571.0,1940.0,17.0,701.0,,Active,September-30-2023 01:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Hayward/2636-East-Ave-94541/home/2100712,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038324,N,Y,37.6711914,-122.0523826,Laminate,Floor Furnace,,5,2,NA,2.5,701.0,1075518.0,7417.0,18,Somewhat bikeable,28,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places8 groceries, 19 restaurants, 8 parksTransit28, 60, 801, 94, 95, 99, NX4, NXC","Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038324",1049000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/2636-East-Ave-94541/home/2100712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,24836 Oneil Ave,Hayward,CA,94544,899000,4.0,3.0,Hayward,2062.0,6970.0,1920.0,17.0,436.0,,Active,,,https://www.redfin.com/CA/Hayward/24836-Oneil-Ave-94544/home/996342,San Francisco MLS,423908835,N,Y,37.6600052,-122.0757329,"Simulated Wood, Tile","Central, Natural Gas",None,6,2,NA,,436.0,897344.0,6356.0,58,Bikeable,72,Very walkable,49,Some transit,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 27 restaurants, 4 parksTransit10, 28, 34, 41, 56, 60, 801, 83, 86, 93, 94, 95, 99, Green-N, Green-S, M, Orange-N, Orange-S","Sep 12, 2023",Listed (Active)San Francisco MLS #423908835,899000.0,,,,,,,,,,https://www.redfin.com/CA/Hayward/24836-Oneil-Ave-94544/home/996342,,,,,,Natural Gas Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3978 Amyx Ct,Hayward,CA,94542,1749000,4.0,2.0,FAIRVIEW,2304.0,156800.0,1963.0,17.0,759.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Hayward/3978-Amyx-Ct-94542/home/1452773,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038824,N,Y,37.6678777,-122.0338231,"Hardwood, Tile, Carpet",Forced Air,Central Air,6,2,NA,2.5,759.0,1782246.0,12367.0,12,Somewhat bikeable,0,Car-dependent,,,Minimal,Moderate,Minor,Minimal,"Places9 groceries, 19 restaurants, 10 parksTransit28, 60, 801, 94, 95, 99, NX4, NXC","Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038824",1749000.0,"Oct 3, 2018","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40839531",NA,"Sep 21, 2018","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40839531",1395000.0,,,,https://www.redfin.com/CA/Hayward/3978-Amyx-Ct-94542/home/1452773,2.0,,,,,All Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),28950 Ruus Rd,Hayward,CA,94544,1299900,14.0,6.0,699 - Not Defined,2690.0,6830.0,1960.0,17.0,483.0,,Active,,,https://www.redfin.com/CA/Hayward/28950-Ruus-Rd-94544/home/1372851,CRMLS,SW23167792,N,Y,37.6258806,-122.0659672,,,,4,2,2,2.5,483.0,1290747.0,9191.0,52,Bikeable,51,Somewhat walkable,46,Some transit,Minimal,Minimal,Moderate,Minimal,"Places13 groceries, 28 restaurants, 3 parksTransit41, 56, 801, 83, 86, 99, Green-N, Green-S, Orange-N, Orange-S, SB","Sep 26, 2023",Relisted (Active)CRMLS #SW23167792,NA,"Sep 24, 2023",Relisted (Active)CRMLS #SW23167792,NA,"Sep 21, 2023",Relisted (Active)CRMLS #SW23167792,NA,"Sep 20, 2023",Relisted (Active)CRMLS #SW23167792,NA,https://www.redfin.com/CA/Hayward/28950-Ruus-Rd-94544/home/1372851,,,,,,,1.0,,,,"Sep 19, 2023",Relisted (Active)CRMLS #SW23167792,NA,"Sep 7, 2023",Listed (Active)CRMLS #SW23167792,1299900.0,"Dec 9, 2021",Listing RemovedCRMLS #SW21179157,NA,"Nov 30, 2021",Relisted (Active)CRMLS #SW21179157,NA,"Nov 30, 2021",NA,"Nov 14, 2021",Contingent (Active Under Contract)CRMLS #SW21179157,NA,"Nov 13, 2021",Relisted (Active)CRMLS #SW21179157,NA,"Nov 13, 2021",NA,"Nov 4, 2021",Pending (Pending Sale)CRMLS #SW21179157,NA,"Oct 12, 2021",Contingent (Active Under Contract)CRMLS #SW21179157,NA,"Oct 6, 2021",NA,"Aug 15, 2021",NA
MLS Listing,,Single Family Residential,2520 Coldstream Way,Hayward,CA,94545,1299000,4.0,2.5,HAYWARD,2134.0,2690.0,2008.0,18.0,609.0,230.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Hayward/2520-Coldstream-Way-94545/home/22811509,MLSListings,ML81941555,N,Y,37.6151302,-122.0939415,"Carpet, Tile",Central Forced Air (Gas),,4,4,5,2.5,609.0,1304115.0,9415.0,48,Somewhat bikeable,48,Car-dependent,36,Some transit,Major,Minimal,Moderate,Minimal,"Places13 groceries, 28 restaurants, 5 parksTransit41, 56, 83, 86, 97, M, SB","Sep 11, 2023",Listed (Active)MLSListings #ML81941555,1299000.0,"Jun 25, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40700636",NA,"May 27, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40700636",715000.0,,,,https://www.redfin.com/CA/Hayward/2520-Coldstream-Way-94545/home/22811509,2.0,Attached Garage,"Double Sinks, Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower and Tub",Dining Area,"Upper Floor, Washer/Dryer",Public Utilities,2.0,"Insurance (Common Area), Insurance (Liability), Management Fee",Monthly,Bridgeport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
