SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_PRICE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,FLOORING_FEATURES,COOLING_FEATURES,UTILITIES,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_PRICE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_EVENT_TYPE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_EVENT_TYPE,PRICE_HISTORY16_PRICE,PRICE_HISTORY17_EVENT_DATE,PRICE_HISTORY17_PRICE
MLS Listing,,Single Family Residential,2630 Cullen St,Los Angeles,CA,90034,1949000,6.0,3.0,C16 - Mid Los Angeles,3040.0,6000.0,1947.0,109,641.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/2630-Cullen-St-90034/home/6901731,CRMLS,SB23102239,N,Y,34.033186,-118.3769469,,1.0,5,6,5,2.5,641.0,1876222.0,13781.0,82,Very bikeable,85,Very walkable,66,Good transit,Severe,Minimal,Major,Minimal,"Places3 groceries, 30 restaurants, 4 parksTransit105, 14/37, 17, 217, 33, 35/38, 617, CC 1, CC 1C1, CC 4, CC 5, CC 5C1, CC 7","Aug 17, 2023",Price ChangedCRMLS #SB23102239,1949000.0,"Jun 14, 2023",Listed (Active)CRMLS #SB23102239,1999999.0,"Jun 7, 2019",Listing RemovedTheMLS #19-475664,NA,https://www.redfin.com/CA/Los-Angeles/2630-Cullen-St-90034/home/6901731,"Jun 6, 2019",ListedTheMLS #19-475664,1199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,4239 Via Arbolada #201,Los Angeles,CA,90042,585000,2.0,2.0,676 - Monterey Hills,1023.0,162131.0,1982.0,110,572.0,676.0,Active,,,https://www.redfin.com/CA/Los-Angeles/4239-Via-Arbolada-90042/unit-201/home/6999072,CRMLS,BB23102005,N,Y,34.0964337,-118.188294,2.0,3.0,6,NA,5,2.0,572.0,578345.0,4812.0,31,Somewhat bikeable,5,Car-dependent,22,Minimal transit,Minimal,Moderate,Major,Minimal,"Places3 groceries, 28 restaurants, 7 parksTransit179, 182, 256, 665, 78, 81","Aug 25, 2023",Price ChangedCRMLS #BB23102005,585000.0,"Jun 23, 2023",Price ChangedCRMLS #BB23102005,609000.0,"Jun 13, 2023",Listed (Active)CRMLS #BB23102005,579000.0,https://www.redfin.com/CA/Los-Angeles/4239-Via-Arbolada-90042/unit-201/home/6999072,"May 13, 2021",Pending (Pending Sale)CRMLS #P1-4133,NA,"Apr 22, 2021",Contingent (Active Under Contract)CRMLS #P1-4133,NA,"Apr 9, 2021",499000.0,,,Listed (Active)CRMLS #P1-4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,23705 Maidstone Pl,Harbor City,CA,90710,1148000,4.0,2.5,124 - Harbor City,2002.0,6102.0,1971.0,122,573.0,,Active,,,https://www.redfin.com/CA/Harbor-City/23705-Maidstone-Pl-90710/home/7682374,CRMLS,SB23092468,N,Y,33.8104735,-118.305714,2.0,1.0,5,6,5,2.0,573.0,,8117.0,52,Bikeable,61,Somewhat walkable,36,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 27 restaurants, 3 parksTransit2, 205, 550","Sep 15, 2023",Price ChangedCRMLS #SB23092468,1148000.0,"Jun 1, 2023",Listed (Active)CRMLS #SB23092468,1149000.0,"Feb 8, 2023",Listing RemovedCRMLS #OC23005013,NA,https://www.redfin.com/CA/Harbor-City/23705-Maidstone-Pl-90710/home/7682374,"Jan 11, 2023",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1900 Vine St #101,Los Angeles,CA,90068,624900,2.0,2.0,C20 - Hollywood,1204.0,47983.0,1980.0,145,519.0,594.0,Active,,,https://www.redfin.com/CA/Los-Angeles/1900-Vine-St-90068/unit-101/home/7130992,CRMLS,PF23080066,N,Y,34.1062544,-118.3263756,2.0,1.0,5,4,5,3.0,519.0,623980.0,5012.0,45,Somewhat bikeable,85,Very walkable,68,Good transit,Minimal,Severe,Major,Minimal,"Places1 grocery, 32 restaurants, 0 parksTransit180, 2, 207, 210, 212, 217, 222, 224, 224/690","Sep 20, 2023",Price ChangedCRMLS #PF23080066,624900.0,"Jul 13, 2023",Price ChangedCRMLS #PF23080066,635000.0,"May 9, 2023",Listed (Active)CRMLS #PF23080066,649000.0,https://www.redfin.com/CA/Los-Angeles/1900-Vine-St-90068/unit-101/home/7130992,"Jan 31, 2023",Listing RemovedCRMLS #BB22139903,NA,"Oct 17, 2022",,NA,"Jun 27, 2022",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),5348 W 57th St,Los Angeles,CA,90056,1799999,6.0,6.0,Ladera Heights,3966.0,7339.0,1955.0,1,454.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/5348-W-57th-St-90056/home/6718789,TheMLS,22-164349,N,Y,33.9889686,-118.3748916,,,NA,NA,2,2.5,454.0,1705636.0,12727.0,37,Somewhat bikeable,54,Somewhat walkable,,,Minimal,Minimal,Major,Minimal,"Places3 groceries, 32 restaurants, 2 parksTransit102, 108, 110, 212, CC 2, CC 3, CC 5C2","Sep 8, 2023",Relisted (Active)TheMLS #22-164349,NA,"Aug 29, 2023",Relisted (Active)TheMLS #22-164349,NA,"Jun 1, 2023",Relisted (Active)TheMLS #22-164349,NA,https://www.redfin.com/CA/Los-Angeles/5348-W-57th-St-90056/home/6718789,"Sep 16, 2022",Listing RemovedTheMLS #22-164349,NA,"Sep 16, 2022",Listing RemovedTheMLS #22-164349,NA,"Sep 16, 2022",NA,"Aug 23, 2022",NA,Listing RemovedTheMLS #22-164349,Relisted (Active)TheMLS #22-164349,"Aug 17, 2022",Listing RemovedTheMLS #22-164349,NA,,,,"Aug 3, 2022",Price ChangedTheMLS #22-164349,2199999.0,"Jun 3, 2022",Listed (Active)TheMLS #22-164349,2499000.0,"Jan 29, 2022",Listing RemovedTheMLS #21-104593,NA,"Jan 7, 2022",NA,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,15050 Victory Blvd #103,Van Nuys,CA,91411,460000,2.0,2.0,East Van Nuys,1193.0,66280.0,1977.0,1,386.0,366.0,Active,,,https://www.redfin.com/CA/Van-Nuys/15050-Victory-Blvd-91411/unit-103/home/4662670,TheMLS,22-125715,N,Y,34.1864705,-118.4608954,,,3,4,6,2.0,386.0,,3618.0,66,Bikeable,78,Very walkable,57,Good transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 36 restaurants, 1 parkTransit154, 164, 165, 233, 234, 237, 761","Sep 5, 2023",Relisted (Active)TheMLS #22-125715,NA,"May 16, 2023",Listing RemovedTheMLS #22-125715,NA,"Mar 16, 2023",Relisted (Active)TheMLS #22-125715,NA,https://www.redfin.com/CA/Van-Nuys/15050-Victory-Blvd-91411/unit-103/home/4662670,"Mar 2, 2023",Relisted (Active)TheMLS #22-125715,NA,"May 25, 2022",Listing RemovedTheMLS #22-125715,NA,"Mar 22, 2022",460000.0,"Feb 7, 2022",420000.0,Price ChangedTheMLS #22-125715,Listed (Active)TheMLS #22-125715,"Nov 17, 2021",Listing RemovedTheMLS #21-798912,NA,,,,"Oct 25, 2021",,NA,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,11578 Iowa Ave #101,Los Angeles,CA,90025,1299000,3.0,3.5,West L.A.,1990.0,6476.0,2006.0,1,653.0,945.0,Active,October-3-2023 11:00 AM,October-3-2023 02:00 PM,https://www.redfin.com/CA/Los-Angeles/11578-Iowa-Ave-90025/unit-101/home/12286823,TheMLS,23-273459,N,Y,34.0423962,-118.4517904,2.0,,6,4,5,2.5,653.0,1281686.0,10130.0,82,Very bikeable,76,Very walkable,60,Good transit,Extreme,Minimal,Major,Minimal,"Places3 groceries, 39 restaurants, 3 parksTransit1, 14, 15, 17, 2, 20, 4, 5, 7, 720, CC 6, CC 6R, R10","Sep 29, 2023",Relisted (Active)TheMLS #23-273459,NA,"Sep 28, 2023",Relisted (Active)TheMLS #23-273459,NA,"Sep 27, 2023",Relisted (Active)TheMLS #23-273459,NA,https://www.redfin.com/CA/Los-Angeles/11578-Iowa-Ave-90025/unit-101/home/12286823,"Sep 27, 2023",Listing RemovedTheMLS #23-273459,NA,"Jul 24, 2023",Listing RemovedTheMLS #23-273459,NA,"Apr 4, 2013",NA,"Mar 12, 2013",NA,PendingTheMLS #13-646973,Pending (Backup Offers Accepted)TheMLS #13-646973,"Mar 5, 2013",Price ChangedTheMLS #13-646973,839000.0,,,,"Feb 25, 2013",Relisted (Active)TheMLS #13-646973,NA,"Feb 18, 2013",Pending (Backup Offers Accepted)TheMLS #13-646973,NA,"Jan 23, 2013",Listed (Active)TheMLS #13-646973,849000.0,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17021 Lassen St,Northridge,CA,91325,1099900,4.0,3.0,NR - Northridge,2952.0,7877.0,1987.0,1,373.0,,Active,,,https://www.redfin.com/CA/Northridge/17021-Lassen-St-91325/home/5755096,CRMLS,SR23181879,N,Y,34.2505305,-118.5032062,2.0,2.0,6,6,5,2.0,373.0,,7777.0,40,Somewhat bikeable,62,Somewhat walkable,32,Some transit,Minimal,Moderate,Major,Minimal,"Places2 groceries, 32 restaurants, 1 parkTransit158, 166, 167, 236, 236/235, 237","Oct 1, 2023",Listed (Active)CRMLS #SR23181879,1099900.0,"Jun 28, 2023",Listing RemovedCRMLS #SR22147640,NA,"Jun 11, 2023",Relisted (Active)CRMLS #SR22147640,NA,https://www.redfin.com/CA/Northridge/17021-Lassen-St-91325/home/5755096,"May 20, 2023",Relisted (Active)CRMLS #SR22147640,NA,"May 3, 2023",Pending (Pending Sale)CRMLS #SR22147640,NA,"Apr 22, 2023",NA,"Apr 15, 2023",NA,Relisted (Active)CRMLS #SR22147640,Relisted (Active)CRMLS #SR22147640,"Sep 15, 2022",,NA,,,,"Jul 6, 2022",,NA,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,241 S Beverly Glen Blvd,Los Angeles,CA,90024,8995000,5.0,5.5,Westwood - Century City,5474.0,15793.0,1936.0,1,1643.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/241-S-Beverly-Glen-Blvd-90024/home/6824650,TheMLS,23-313771,N,Y,34.078916,-118.4340452,2.0,,9,6,5,2.5,1643.0,,63600.0,23,Somewhat bikeable,17,Car-dependent,56,Good transit,Minimal,Moderate,Major,Minimal,"Places0 groceries, 22 restaurants, 11 parksTransit1, 17, 18, 2, 20, 233, 405, 602, 720, 761, 8, CC 6, CC 6R, R12, Route 1","Oct 1, 2023",Listed (Active)TheMLS #23-313771,8995000.0,"Apr 10, 2017",PendingTheMLS #17-210998,NA,"Mar 23, 2017",Pending (Backup Offers Accepted)TheMLS #17-210998,NA,https://www.redfin.com/CA/Los-Angeles/241-S-Beverly-Glen-Blvd-90024/home/6824650,"Mar 16, 2017",Listed (Active)TheMLS #17-210998,5095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4346 3rd Ave,Leimert Park,CA,90008,670000,3.0,1.0,LEIM - Leimert Park,1255.0,5439.0,1924.0,1,534.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/4346-3rd-Ave-90008/home/6876048,CRMLS,RS23182976,N,Y,34.004218,-118.3200787,2.0,1.0,3,2,2,2.5,534.0,765207.0,4737.0,56,Bikeable,75,Very walkable,54,Good transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 15 restaurants, 2 parksTransit102, 105, 207, 209, 210, 40","Oct 1, 2023",Listed (Active)CRMLS #RS23182976,670000.0,"Apr 2, 2009",Listing RemovedTheMLS #07-170563,NA,"Sep 10, 2008",,NA,https://www.redfin.com/CA/Los-Angeles/4346-3rd-Ave-90008/home/6876048,"Jun 26, 2008",,NA,"Jun 26, 2008",RelistedTheMLS #07-170563,NA,"Mar 22, 2008",NA,"Feb 22, 2008",NA,Listing RemovedTheMLS #07-170563,,"Jan 5, 2008",,NA,,,,"Nov 27, 2007",,NA,"Oct 3, 2007",,NA,"Aug 6, 2007",,NA,"Jul 22, 2007",NA,"Mar 22, 2007",NA,,,,,,,,,,,,,
MLS Listing,,Townhouse,21121 Lassen St #6,Chatsworth,CA,91311,549000,2.0,2.5,CHT - Chatsworth,1488.0,107162.0,1983.0,1,369.0,415.0,Active,,,https://www.redfin.com/CA/Chatsworth/21121-Lassen-St-91311/unit-6/home/5838220,CRMLS,SR23183113,N,Y,34.2502479,-118.5939812,2.0,2.0,6,6,NA,2.5,369.0,562617.0,4297.0,71,Very bikeable,72,Very walkable,51,Good transit,Moderate,Severe,Major,Minimal,"Places3 groceries, 23 restaurants, 1 parkTransit10, 150, 158, 166, 167, 242/243, 244","Oct 1, 2023",Listed (Active)CRMLS #SR23183113,549000.0,,,,,,,https://www.redfin.com/CA/Chatsworth/21121-Lassen-St-91311/unit-6/home/5838220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2811 Belden Dr,Los Angeles,CA,90068,4795000,4.0,4.5,Hollywood Hills East,3881.0,9285.0,1995.0,1,1236.0,,Active,October-3-2023 11:00 AM,October-3-2023 02:00 PM,https://www.redfin.com/CA/Los-Angeles/2811-Belden-Dr-90068/home/7129986,TheMLS,23-316743,N,Y,34.1206183,-118.3233873,3.0,,5,4,5,2.5,1236.0,4765990.0,33904.0,38,Somewhat bikeable,46,Car-dependent,31,Some transit,NA,NA,NA,NA,"Places3 groceries, 23 restaurants, 13 parksTransit180, 2, 207, 210, 212, 217, 222, 224, 224/690","Oct 1, 2023",Listed (Active)TheMLS #23-316743,4795000.0,"Jun 3, 2023",Listing RemovedTheMLS #23-246281,NA,"Mar 2, 2023",,NA,https://www.redfin.com/CA/Los-Angeles/2811-Belden-Dr-90068/home/7129986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,717 N Highland Ave #14,Los Angeles,CA,90038,1350000,2.0,2.0,Hollywood,2000.0,32774.0,2005.0,1,675.0,278.0,Active,,,https://www.redfin.com/CA/Los-Angeles/717-N-Highland-Ave-90038/unit-14/home/28913012,TheMLS,23-316797,N,Y,34.0844623,-118.3388438,,,5,4,4,2.5,675.0,1343723.0,9823.0,64,Bikeable,90,Walker's paradise,56,Good transit,Minimal,Moderate,Major,Minimal,"Places0 groceries, 29 restaurants, 0 parksTransit10/48, 14/37, 2, 210, 212, 224, 224/690, 4","Oct 1, 2023",Listed (Active)TheMLS #23-316797,1350000.0,,,,,,,https://www.redfin.com/CA/Los-Angeles/717-N-Highland-Ave-90038/unit-14/home/28913012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),624 W 80th St,Los Angeles,CA,90044,990000,6.0,4.0,C37 - Metropolitan South,2907.0,9299.0,1947.0,1,341.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/624-W-80th-St-90044/home/7291191,CRMLS,SR23183041,N,Y,33.9665384,-118.2850254,,1.0,4,3,1,2.5,341.0,983460.0,7000.0,68,Bikeable,57,Somewhat walkable,64,Good transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 24 restaurants, 1 parkTransit111, 115, 204, 45, 460, 550, 754, 81, South Bay Dodger Stadium Express","Oct 1, 2023",Listed (Active)CRMLS #SR23183041,990000.0,"Oct 27, 2022",Listing RemovedCRMLS #SR22162546,NA,"Jul 23, 2022",,NA,https://www.redfin.com/CA/Los-Angeles/624-W-80th-St-90044/home/7291191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),935 E 32nd St,Los Angeles,CA,90011,695000,6.0,2.5,C23 - Metropolitan,1681.0,3147.0,1905.0,1,413.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/935-E-32nd-St-90011/home/6925795,CRMLS,RS23183116,N,Y,34.0149412,-118.2592747,,2.0,4,3,3,2.0,413.0,691868.0,4914.0,95,Biker's paradise,76,Very walkable,60,Good transit,Minimal,Moderate,Major,Minimal,"Places5 groceries, 24 restaurants, 3 parksTransit10/48, 102, 105, 51, 53, 55","Oct 1, 2023",Listed (Active)CRMLS #RS23183116,695000.0,"Sep 30, 2023",Listing RemovedCRMLS #RS22245571,NA,"Mar 24, 2023",,NA,https://www.redfin.com/CA/Los-Angeles/935-E-32nd-St-90011/home/6925795,"Mar 24, 2023",Relisted (Active)CRMLS #RS22245571,NA,"Dec 13, 2022",Listing RemovedCRMLS #RS22245571,NA,"Dec 12, 2022",NA,"Dec 1, 2022",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,7911 Hillside Ave,Los Angeles,CA,90046,2275000,3.0,3.5,Sunset Strip - Hollywood Hills West,2300.0,4196.0,1941.0,1,989.0,,Active,October-8-2023 02:00 AM,October-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Angeles/7911-Hillside-Ave-90046/home/7116258,TheMLS,23-316763,N,Y,34.1022907,-118.362059,2.0,,7,4,4,2.5,989.0,2272406.0,16086.0,30,Somewhat bikeable,74,Very walkable,49,Some transit,Minimal,Minor,Major,Minimal,"Places3 groceries, 16 restaurants, 0 parksTransit10/48, 105, 16, 2, 212, 217, 218, 4","Oct 1, 2023",Listed (Active)TheMLS #23-316763,2275000.0,"Aug 26, 2023",Listing RemovedTheMLS #23-276423,NA,"Aug 10, 2023",,NA,https://www.redfin.com/CA/Los-Angeles/7911-Hillside-Ave-90046/home/7116258,"Jul 28, 2023",,NA,"Jul 7, 2023",,NA,"Jun 25, 2023",NA,"Jun 23, 2023",NA,,,"Jun 2, 2023",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,8601 International Ave #277,Canoga Park,CA,91304,380000,2.0,2.0,Canoga Park,883.0,235717.0,1971.0,1,430.0,532.0,Active,,,https://www.redfin.com/CA/Canoga-Park/8601-International-Ave-91304/unit-277/home/5873091,TheMLS,21-769814,N,Y,34.2263732,-118.5999947,,,3,6,5,2.5,430.0,,3219.0,68,Bikeable,53,Somewhat walkable,47,Some transit,Moderate,Severe,Major,Minimal,"Places6 groceries, 29 restaurants, 4 parksTransit10, 150, 152, 166, 167, 169, 244","Oct 1, 2023",Listed (Active)TheMLS #21-769814,380000.0,"Jul 21, 2023",Listing RemovedTheMLS #23-243067,NA,"Jul 5, 2023",,NA,https://www.redfin.com/CA/Canoga-Park/8601-International-Ave-91304/unit-277/home/5873091,"May 12, 2023",,NA,"May 5, 2023",,NA,"Mar 23, 2023",NA,"Mar 23, 2023",NA,,Relisted (Active)TheMLS #23-243067,"Feb 25, 2023",PendingTheMLS #23-243067,NA,,,,"Feb 17, 2023",,NA,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5080 Marmol Dr,Woodland Hills,CA,91364,1499000,3.0,2.0,WHLL - Woodland Hills,1815.0,10572.0,1962.0,1,826.0,,Active,,,https://www.redfin.com/CA/Woodland-Hills/5080-Marmol-Dr-91364/home/4173723,CRMLS,SR23179043,N,Y,34.1631115,-118.5906488,1.0,1.0,7,5,7,2.5,826.0,1492201.0,10599.0,39,Somewhat bikeable,48,Car-dependent,42,Some transit,Minimal,Major,Moderate,Minimal,"Places1 grocery, 14 restaurants, 3 parksTransit150, 161, 164, 169, 242/243, 244, 55X, 601","Oct 1, 2023",Listed (Active)CRMLS #SR23179043,1499000.0,"Nov 5, 2022",PendingTheMLS #22-185074,NA,"Sep 8, 2022",Contingent (Backup Offers Accepted)TheMLS #22-185074,NA,https://www.redfin.com/CA/Woodland-Hills/5080-Marmol-Dr-91364/home/4173723,"Aug 22, 2022",Listed (Active)TheMLS #22-185074,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,13716 W Sunset Blvd,Pacific Palisades,CA,90272,5250000,4.0,5.0,Pacific Palisades,3393.0,15006.0,1952.0,1,1547.0,17.0,Active,October-8-2023 02:00 AM,October-8-2023 05:00 PM,https://www.redfin.com/CA/Pacific-Palisades/13716-W-Sunset-Blvd-90272/home/6839463,TheMLS,23-316577,N,Y,34.0503405,-118.5049716,2.0,,9,8,NA,2.25,1547.0,5238514.0,37138.0,23,Somewhat bikeable,10,Car-dependent,32,Some transit,Minimal,Major,Major,Minimal,"Places4 groceries, 30 restaurants, 7 parksTransit14, 18, 41, 43, 602, 9","Sep 29, 2023",Listed (Active)TheMLS #23-316577,5250000.0,"Nov 23, 2022",Listing RemovedTheMLS #22-186885,NA,"Aug 11, 2022",,NA,https://www.redfin.com/CA/Pacific-Palisades/13716-W-Sunset-Blvd-90272/home/6839463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),1341 W 47th St,Los Angeles,CA,90037,1190000,6.0,5.0,Los Angeles Southwest,2514.0,7387.0,1932.0,1,473.0,,Active,,,https://www.redfin.com/CA/Los-Angeles/1341-W-47th-St-90037/home/6871610,TheMLS,23-316741,N,Y,34.0008867,-118.2994957,,,3,2,2,2.5,473.0,1182860.0,8414.0,59,Bikeable,75,Very walkable,61,Good transit,Minimal,Minimal,Major,Minimal,"Places7 groceries, 19 restaurants, 1 parkTransit105, 204, 206, 207, 40, 754","Oct 1, 2023",Listed (Active)TheMLS #23-316741,1190000.0,"Dec 27, 2018",ListedSDMLS #301750591,416000.0,,,,https://www.redfin.com/CA/Los-Angeles/1341-W-47th-St-90037/home/6871610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,7230 Kelvin Ave #1,Winnetka,CA,91306,545000,2.0,2.5,WIN - Winnetka,1423.0,1423.0,1982.0,1,383.0,360.0,Active,,,https://www.redfin.com/CA/Winnetka/7230-Kelvin-Ave-91306/unit-1/home/3741613,CRMLS,SR23183030,N,Y,34.2020731,-118.5857105,1.0,2.0,5,3,3,2.5,383.0,551617.0,4213.0,62,Bikeable,73,Very walkable,48,Some transit,Major,Moderate,Major,Minimal,"Places5 groceries, 32 restaurants, 2 parksTransit150, 152, 161, 162, 164, 165, 169, 242/243, 244, 55X, 601","Oct 1, 2023",Listed (Active)CRMLS #SR23183030,545000.0,"Dec 3, 2008",Listing RemovedCRMLS #F1791598,NA,"Nov 28, 2008",ListedCRMLS #F1791598,199900.0,https://www.redfin.com/CA/Winnetka/7230-Kelvin-Ave-91306/unit-1/home/3741613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,8515 Falmouth Ave #421,Playa Del Rey,CA,90293,888000,2.0,2.0,Playa Del Rey,1147.0,62893.0,1984.0,1,774.0,470.0,Active,October-3-2023 12:00 PM,October-3-2023 02:00 PM,https://www.redfin.com/CA/Venice/8515-Falmouth-Ave-90293/unit-421/home/6631752,TheMLS,23-305417,N,Y,33.9578635,-118.4377506,,,5,4,4,2.5,774.0,,6749.0,62,Bikeable,73,Very walkable,37,Some transit,Minimal,Minimal,Major,Minimal,"Places2 groceries, 22 restaurants, 11 parksTransit108, 110, 115, 16, 3, CC 4, CC 7, R3","Oct 1, 2023",Relisted (Active)TheMLS #23-305417,NA,"Sep 18, 2023",Listed (Active)TheMLS #23-305417,888000.0,"Jun 1, 2021",Contingent (Backup Offers Accepted)TheMLS #21-734840,NA,https://www.redfin.com/CA/Venice/8515-Falmouth-Ave-90293/unit-421/home/6631752,"May 23, 2021",Listed (Active)TheMLS #21-734840,795000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,12242 Laurel Terrace Dr,Studio City,CA,91604,995000,,,STUD - Studio City,,6000.0,,1,,,Active,,,https://www.redfin.com/CA/Studio-City/12242-Laurel-Terrace-Dr-91604/home/22753584,CRMLS,SR23182935,N,Y,34.1404995,-118.3993542,,,9,6,7,2.5,,997356.0,7035.0,65,Bikeable,70,Very walkable,45,Some transit,Minimal,Minor,Major,Minimal,"Places1 grocery, 25 restaurants, 0 parksTransit155, 167, 218, 224, 224/690, 230, 240","Oct 1, 2023",Listed (Active)CRMLS #SR23182935,995000.0,"May 31, 2021",Listing RemovedCRMLS #SR20043337,NA,"Jan 7, 2021",,NA,https://www.redfin.com/CA/Studio-City/12242-Laurel-Terrace-Dr-91604/home/22753584,"Mar 2, 2020",Relisted (Active)CRMLS #SR20043337,NA,"Feb 27, 2020",,NA,"Feb 27, 2020",NA,,,Listing RemovedCRMLS #SR20043337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
