SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,UTILITIES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,NUM_STORIES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PARK_DESCRIPTION,DINNING_DESC,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,LAUNDARY_FEATURES,BATH_DESCRIPTION,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE
MLS Listing,,Townhouse,1560 Pine St #14,Concord,CA,94520,330000,2.0,1.0,CONCORD,800,370.0,1961.0,15,413,420.0,Active,,,https://www.redfin.com/CA/Concord/1560-Pine-St-94520/unit-14/home/1640136,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037925,N,Y,37.9682446,-122.0431365,,Laminate,,Wall Furnace,"Ceiling Fan(s), Wall/Window Unit(s)",2,2,2,2.5,413.0,329718.0,2753.0,63,Bikeable,66,Somewhat walkable,44,Some transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 34 restaurants, 2 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 9, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037925",330000.0,"Oct 25, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40752916",NA,"Aug 10, 2016","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40752916",190000.0,,,,https://www.redfin.com/CA/Concord/1560-Pine-St-94520/unit-14/home/1640136,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1014 Heckman Ln,Concord,CA,94518,1299850,4.0,3.0,,2236,3964.0,2023.0,15,581,202.0,Active,,,https://www.redfin.com/CA/Concord/1014-Heckmann-Ln-94518/home/186308872,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039293,N,Y,37.947060769,-122.037331,2.0,"Tile, Carpet, Engineered Wood","Sewer Connected, All Public Utilities, Cable Available, Cable Connected, Internet Available, Natural Gas Connected, Individual Electric Meter, Individual Gas Meter","Forced Air, Natural Gas",Central Air,3,2,3,2.0,581.0,1296619.0,9508.0,41,Somewhat bikeable,38,Car-dependent,31,Some transit,NA,NA,NA,NA,"Places9 groceries, 31 restaurants, 1 parkTransit1, 11, 14, 15, 16, 311, 314, 316, 611, 613, 616, 619, 7, 9, 92X, 93X","Oct 2, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41039293",NA,"Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039293",1299850.0,,,,,,,https://www.redfin.com/CA/Concord/1014-Heckmann-Ln-94518/home/186308872,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3780 Valinda Dr,Concord,CA,94518,1150000,3.0,2.0,,1557,12632.0,1974.0,15,739,,Active,September-30-2023 12:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Concord/3780-Valinda-Dr-94518/home/1423434,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038769,N,Y,37.9575235,-122.0130398,1.0,Tile,,"Forced Air, Natural Gas",Central Air,5,3,5,2.5,739.0,1153116.0,8131.0,15,Somewhat bikeable,19,Car-dependent,20,Minimal transit,Minimal,Minor,Moderate,Minimal,"Places3 groceries, 15 restaurants, 8 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 619, 7, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038769",1150000.0,"Apr 21, 2021","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40945684",NA,"Apr 15, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40945684",725000.0,,,,https://www.redfin.com/CA/Concord/3780-Valinda-Dr-94518/home/1423434,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3415 Wren Ave,Concord,CA,94519,649500,3.0,2.0,CONCORD,1596,7700.0,1960.0,15,407,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/3415-Wren-Ave-94519/home/1920406,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039271,N,Y,37.9806339,-122.013928,,Hardwood Flrs Throughout,,Forced Air,Central Air,3,3,5,2.5,407.0,653111.0,4592.0,74,Very bikeable,49,Car-dependent,36,Some transit,Moderate,Minimal,Moderate,Minimal,"Places5 groceries, 18 restaurants, 5 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039271",649500.0,"Nov 17, 2008","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40359704",NA,"Nov 9, 2008","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40359704",325000.0,"Sep 27, 2008","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40359704",359000.0,https://www.redfin.com/CA/Concord/3415-Wren-Ave-94519/home/1920406,,"Aug 1, 2008","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40359704",379000.0,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1699 Laguna St #205,Concord,CA,94520,306800,1.0,1.0,CONCORD,646,,1968.0,16,475,332.0,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Concord/1699-Laguna-St-94520/unit-205/home/17166370,MLSListings,ML81941978,N,Y,37.9689369,-122.039951,,"Laminate, Tile",Other (See Remarks),Wall Furnace,"Ceiling Fan, Window/Wall Unit",2,2,2,2.5,475.0,306328.0,2501.0,64,Bikeable,81,Very walkable,50,Good transit,Moderate,NA,Moderate,Minimal,"Places3 groceries, 34 restaurants, 2 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 14, 2023",Listed (Active)MLSListings #ML81941978,306800.0,,,,,,,,,,https://www.redfin.com/CA/Concord/1699-Laguna-St-94520/unit-205/home/17166370,1.0,,,,,,,,,,"Carport, No Garage",Breakfast Nook,"Garbage, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Reserves, Security Service, Water/Sewer",Monthly,Laguna Terrace Homeowners Association,,,,,,,,,,,
MLS Listing,,Single Family Residential,917 Autumn Brook Pl,Concord,CA,94518,1399000,5.0,3.0,CONCORD,2765,7384.0,2018.0,16,506,260.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Concord/917-Autumn-Brook-Pl-94518/home/167221774,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039220,N,Y,37.9423206,-122.0338231,2.0,"Tile, Carpet",,Forced Air,Central Air,3,2,3,2.5,506.0,1391661.0,10152.0,43,Somewhat bikeable,28,Car-dependent,30,Some transit,Major,Moderate,Moderate,Minimal,"Places2 groceries, 22 restaurants, 2 parksTransit1, 11, 14, 15, 16, 311, 314, 611, 613, 616, 619, 7, 92X, 93X","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039220",1399000.0,"May 21, 2018","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40822801",NA,"May 21, 2018","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40822801",926760.0,,,,https://www.redfin.com/CA/Concord/917-Autumn-Brook-Pl-94518/home/167221774,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4791 Laura Dr,Concord,CA,94521,990000,4.0,2.0,CONCORD,2412,13746.0,1956.0,16,410,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Concord/4791-Laura-Dr-94521/home/1468582,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039213,N,Y,37.9684489,-121.9686178,2.0,"Hardwood, Vinyl, Carpet",,Zoned,Zoned,6,5,7,2.5,410.0,1000110.0,7000.0,34,Somewhat bikeable,9,Car-dependent,20,Minimal transit,Major,Major,Moderate,Minimal,"Places2 groceries, 27 restaurants, 4 parksTransit10, 15, 310, 315, 612, 615, 93X","Sep 20, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039213",990000.0,"Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039213",1000000.0,"Dec 26, 2013","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40640921",NA,"Dec 18, 2013","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40640921",529000.0,https://www.redfin.com/CA/Concord/4791-Laura-Dr-94521/home/1468582,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,23 Baylor Ln,Pleasant Hill,CA,94523,835000,4.0,3.0,COLLEGE PARK,1247,9350.0,1956.0,16,670,,Active,,,https://www.redfin.com/CA/Pleasant-Hill/23-Baylor-Ln-94523/home/1772188,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039208,N,Y,37.966475,-122.0629041,2.0,"Hardwood, Laminate, Wood",No Water/Sewer,Forced Air,"Ceiling Fan(s), Central Air",5,6,7,2.5,670.0,848841.0,5904.0,73,Very bikeable,75,Very walkable,39,Some transit,Moderate,Minimal,Moderate,Minimal,"Places1 grocery, 34 restaurants, 1 parkTransit11, 16, 18, 19, 20, 28, 311, 314, 316, 320, 608, 611, 9, 91X, 98X, Y","Sep 24, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039208",835000.0,"Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039208",865000.0,"Nov 6, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40720709",NA,"Oct 28, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40720709",519000.0,https://www.redfin.com/CA/Pleasant-Hill/23-Baylor-Ln-94523/home/1772188,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1699 Laguna St #206,Concord,CA,94520,375000,2.0,2.0,CONCORD,969,,1968.0,16,387,596.0,Active,,,https://www.redfin.com/CA/Concord/1699-Laguna-St-94520/unit-206/home/17167195,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039117,N,Y,37.9689369,-122.039951,,Laminate,,Wall Furnace,"Ceiling Fan(s), Wall/Window Unit(s)",2,2,2,2.5,387.0,375031.0,3247.0,64,Bikeable,81,Very walkable,50,Good transit,Moderate,NA,Moderate,Minimal,"Places3 groceries, 34 restaurants, 2 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039117",375000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/1699-Laguna-St-94520/unit-206/home/17167195,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4279 Chaban Dr,Concord,CA,94521,775000,3.0,2.0,CONCORD,1571,8000.0,1963.0,16,493,,Active,,,https://www.redfin.com/CA/Concord/4279-Chaban-Dr-94521/home/1717986,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039096,N,Y,37.9715309,-121.9819344,2.0,"Tile, Vinyl, Carpet",All Public Utilities,Forced Air,"Ceiling Fan(s), Central Air",5,3,5,2.5,493.0,792873.0,5549.0,47,Somewhat bikeable,47,Car-dependent,25,Some transit,Major,Moderate,Moderate,Minimal,"Places2 groceries, 32 restaurants, 1 parkTransit10, 15, 310, 315, 612, 615, 93X","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039096",775000.0,"Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039096",795000.0,,,,,,,https://www.redfin.com/CA/Concord/4279-Chaban-Dr-94521/home/1717986,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,2150 Northwood Cir Unit G,Concord,CA,94520,398000,2.0,1.5,NORTHWOOD,1000,,1979.0,17,398,533.0,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Concord/2150-Northwood-Cir-94520/unit-G/home/1624254,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039016,N,Y,37.9988383,-122.0399063,,"Tile, Carpet",,Forced Air,Central Air,2,3,2,2.5,398.0,402802.0,3382.0,46,Somewhat bikeable,43,Car-dependent,31,Some transit,Major,Extreme,Moderate,Minimal,"Places2 groceries, 16 restaurants, 6 parksTransit11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 311, 315, 320, 611, 615, 91X, 99X, Yellow-N, Yellow-S","Sep 22, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039016",398000.0,"Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039016",428000.0,,,,,,,https://www.redfin.com/CA/Concord/2150-Northwood-Cir-94520/unit-G/home/1624254,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4336 Armand Dr,Concord,CA,94521,899000,4.0,2.0,CLAYTON VALLEY,1892,9375.0,1964.0,17,475,,Active,September-30-2023 10:00 AM,September-30-2023 01:00 PM,https://www.redfin.com/CA/Concord/4336-Armand-Dr-94521/home/706847,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038971,N,Y,37.9649474,-121.9866997,2.0,Laminate,All Public Utilities,Forced Air,Central Air,5,3,5,2.5,465.0,899588.0,6215.0,58,Bikeable,79,Very walkable,30,Some transit,Minor,Severe,Major,Minimal,"Places3 groceries, 32 restaurants, 1 parkTransit10, 15, 310, 315, 612, 615, 93X","Oct 2, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038971",879000.0,"Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038971",899000.0,"Jul 17, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41033411",NA,"Jul 17, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41033411",671000.0,https://www.redfin.com/CA/Concord/4336-Armand-Dr-94521/home/706847,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2961 Gillet Ave,Concord,CA,94520,599000,3.0,1.0,CONCORD ESTATES,1026,5000.0,1953.0,17,584,,Active,,,https://www.redfin.com/CA/Concord/2961-Gillet-Ave-94520/home/1808487,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038957,N,Y,37.995828,-122.0479206,1.0,"Laminate, Tile, Carpet",,Forced Air,Central Air,2,3,2,2.5,584.0,605264.0,4235.0,59,Bikeable,46,Car-dependent,22,Minimal transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 18 restaurants, 4 parksTransit11, 15, 17, 18, 19, 20, 201, 27, 28, 311, 315, 316, 320, 608, 611, 615, 91X, 98X, 99X, Yellow-N, Yellow-S","Sep 13, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038957",599000.0,"May 31, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41027994",NA,"May 20, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41027994",475000.0,,,,https://www.redfin.com/CA/Concord/2961-Gillet-Ave-94520/home/1808487,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1591 Ellis St #219,Concord,CA,94520,299000,1.0,1.0,Not Listed,646,,1969.0,18,463,415.0,Active,,,https://www.redfin.com/CA/Concord/1591-Ellis-St-94520/unit-219/home/1854040,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038892,N,Y,37.9701906,-122.0385243,,"Laminate, Tile, Carpet","All Public Utilities, Cable Available, Internet Available, Individual Electric Meter, Individual Gas Meter",Wall Furnace,"Ceiling Fan(s), Wall/Window Unit(s)",2,2,2,2.0,463.0,298996.0,2556.0,65,Bikeable,80,Very walkable,52,Good transit,Severe,NA,Moderate,Minimal,"Places3 groceries, 34 restaurants, 2 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038892",299000.0,"Dec 13, 2022",Contingent (Contingent (Show))BAREIS #322086306,NA,"Nov 11, 2022",Price ChangedBAREIS #322086306,287999.0,"Oct 19, 2022",Listed (Active)BAREIS #322086306,288000.0,https://www.redfin.com/CA/Concord/1591-Ellis-St-94520/unit-219/home/1854040,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4248 Gladstone Dr,Concord,CA,94521,765000,4.0,2.0,,1284,6175.0,1955.0,18,596,,Active,,,https://www.redfin.com/CA/Concord/4248-Gladstone-Dr-94521/home/1040414,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038759,N,Y,37.9573072,-121.9996262,2.0,"Tile, Carpet, Wood","Sewer Connected, Natural Gas Connected",Forced Air,"Ceiling Fan(s), Central Air",5,3,5,2.5,596.0,764552.0,5409.0,49,Somewhat bikeable,64,Somewhat walkable,28,Some transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 24 restaurants, 4 parksTransit1, 10, 11, 15, 310, 311, 315, 611, 612, 615, 616, 7, 93X","Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038759",765000.0,"Nov 10, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40756650",NA,"Oct 22, 2016","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40756650",NA,"Oct 11, 2016","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40756650",NA,https://www.redfin.com/CA/Concord/4248-Gladstone-Dr-94521/home/1040414,,"Oct 10, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40756650",NA,"Oct 5, 2016","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40756650",512000.0,"Sep 9, 2016","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40756650",535000.0,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3401 Wren Ave,Concord,CA,94519,475000,2.0,1.0,,776,9000.0,1957.0,19,612,,Active,,,https://www.redfin.com/CA/Concord/3401-Wren-Ave-94519/home/695193,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035902,N,Y,37.9802362,-122.0149939,1.0,,,,,3,3,5,2.5,612.0,476705.0,3359.0,74,Very bikeable,49,Car-dependent,36,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 17 restaurants, 5 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 28, 2023","Relisted (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035902",NA,"Sep 27, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41035902",NA,"Aug 29, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41035902",NA,"Aug 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035902",475000.0,https://www.redfin.com/CA/Concord/3401-Wren-Ave-94519/home/695193,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,102 Eileen Ln #102,Concord,CA,94518,169000,2.0,1.0,CONCORD MOBILE HOME PARK,740,,,22,228,,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/102-Eileen-Ln-94518/unit-102/home/187404977,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038624,N,Y,37.9583831,-122.0261963,,"Laminate, Carpet",,Forced Air,Evaporative Cooling,4,2,3,2.5,228.0,162687.0,1195.0,68,Bikeable,28,Car-dependent,29,Some transit,Minimal,Moderate,Moderate,Minimal,"Places9 groceries, 20 restaurants, 9 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 619, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 22, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038624",169000.0,"Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038624",179000.0,,,,,,,https://www.redfin.com/CA/Concord/102-Eileen-Ln-94518/unit-102/home/187404977,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1843 Madison Ct,Concord,CA,94521,875000,3.0,2.0,BISHOP ESTATES,1503,8500.0,1962.0,22,582,,Active,,,https://www.redfin.com/CA/Concord/1843-Madison-Ct-94521/home/705126,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038499,N,Y,37.9728323,-121.9749268,2.0,"Tile, Carpet",,Forced Air,Central Air,5,3,5,2.5,582.0,899304.0,6265.0,37,Somewhat bikeable,20,Car-dependent,18,Minimal transit,Major,Major,Moderate,Minimal,"Places2 groceries, 32 restaurants, 4 parksTransit10, 15, 310, 315, 612, 615, 93X","Sep 30, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038499",875000.0,"Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038499",890000.0,"Jun 23, 2021","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40954083",NA,"Jun 18, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40954083",799999.0,https://www.redfin.com/CA/Concord/1843-Madison-Ct-94521/home/705126,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4348 Hazelwood Ln,Concord,CA,94521,945000,5.0,2.0,SPRINGWOOD,1960,8000.0,1964.0,22,482,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/4348-Hazelwood-Ln-94521/home/1832469,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038012,N,Y,37.9704465,-121.9787476,2.0,"Hardwood, Tile, Carpet",,Forced Air,"Ceiling Fan(s), Central Air",5,3,5,2.5,482.0,950616.0,6766.0,44,Somewhat bikeable,27,Car-dependent,23,Minimal transit,Major,Moderate,Major,Minimal,"Places2 groceries, 31 restaurants, 3 parksTransit10, 15, 310, 315, 612, 615, 93X","Oct 2, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41038012",NA,"Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038012",945000.0,"Apr 19, 2017","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40775750",NA,"Apr 3, 2017","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40775750",629000.0,https://www.redfin.com/CA/Concord/4348-Hazelwood-Ln-94521/home/1832469,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1747 6th St,Concord,CA,94519,848000,3.0,2.0,CONCORD,1893,6200.0,1956.0,23,448,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/1747-6th-St-94519/home/640869,MLSListings,ML81941153,N,Y,37.9772921,-122.0189519,1.0,"Hardwood, Tile",Solar Panels - Owned,Forced Air,"Ceiling Fan, Window/Wall Unit",3,3,2,2.5,448.0,872883.0,6071.0,76,Very bikeable,68,Somewhat walkable,51,Good transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 19 restaurants, 6 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 27, 2023",Price ChangedMLSListings #ML81941153,848000.0,"Sep 7, 2023",Listed (Active)MLSListings #ML81941153,899000.0,"Jul 31, 2021","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40959018",NA,"Jul 15, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40959018",695000.0,https://www.redfin.com/CA/Concord/1747-6th-St-94519/home/640869,1.0,,,,,,,,,,"Attached Garage, On Street",Dining Area,,,,"In Garage, Washer/Dryer",,,,,,,,,,
