SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,UTILITIES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,NUM_STORIES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PARK_DESCRIPTION,DINNING_DESC,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,LAUNDARY_FEATURES,BATH_DESCRIPTION,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE
MLS Listing,,Single Family Residential,3743 N Ranchford Ct,Concord,CA,94520,849000,3.0,2.0,EAST SUN TERRRAC,1836,8100.0,1973.0,7,462,,Active,,,https://www.redfin.com/CA/Concord/3743-N-Ranchford-Ct-94520/home/1743621,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037625,N,Y,38.0052319,-122.0280442,2.0,Vinyl,,Forced Air,Central Air,2,3,2,2.5,462.0,849823.0,6003.0,22,Somewhat bikeable,22,Car-dependent,48,Some transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 17 restaurants, 9 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 310, 311, 315, 320, 611, 612, 615, 99X, Yellow-N, Yellow-S","Sep 27, 2023","Relisted (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037625",NA,"Sep 15, 2023","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037625",NA,"Sep 11, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037625",849000.0,"Dec 2, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40764317",NA,https://www.redfin.com/CA/Concord/3743-N-Ranchford-Ct-94520/home/1743621,,"Nov 18, 2016","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40764317",550000.0,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,5333 Park Highlands Blvd #50,Concord,CA,94521,629000,3.0,2.5,PARK HIGHLANDS,1438,,1979.0,7,437,400.0,Active,,,https://www.redfin.com/CA/Concord/5333-Park-Highlands-Blvd-94521/unit-50/home/1136389,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040031,N,Y,37.950956,-121.9605755,2.0,"Laminate, Carpet",,Forced Air,Central Air,6,5,7,2.5,437.0,634690.0,4847.0,49,Somewhat bikeable,82,Very walkable,29,Some transit,Minimal,Major,Moderate,Minimal,"Places5 groceries, 25 restaurants, 1 parkTransit10, 15, 310, 315, 612, 615, 93X","Sep 23, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040031",629000.0,"May 15, 2019","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40860294",NA,"Apr 25, 2019","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40860294",NA,"Apr 24, 2019","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40860294",NA,https://www.redfin.com/CA/Concord/5333-Park-Highlands-Blvd-94521/unit-50/home/1136389,,"Apr 23, 2019","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #40860294",NA,"Apr 13, 2019","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40860294",NA,"Apr 9, 2019","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40860294",479950.0,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3144 Bonifacio St,Concord,CA,94519,699900,3.0,2.0,HOLBROOK HEIGHTS,1221,6670.0,1954.0,8,573,31.0,Active,October-1-2023 12:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Concord/3144-Bonifacio-St-94519/home/1538444,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040002,N,Y,37.9862464,-122.0238608,2.0,Laminate,,Forced Air,,3,3,2,2.5,573.0,735656.0,4980.0,57,Bikeable,53,Somewhat walkable,25,Some transit,Minor,Minimal,Major,Minimal,"Places3 groceries, 18 restaurants, 7 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, 99X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040002",699900.0,,,,,,,,,,https://www.redfin.com/CA/Concord/3144-Bonifacio-St-94519/home/1538444,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,2083 Olivera Rd Unit A,Concord,CA,94520,385000,2.0,1.0,TERRAZA DEL SOL,884,1428.0,1971.0,8,436,365.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/2083-Olivera-Rd-94520/unit-A/home/683935,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039559,N,Y,37.998778,-122.043311,,"Laminate, Tile",,Forced Air,Central Air,2,3,2,2.5,436.0,386573.0,3121.0,48,Somewhat bikeable,35,Car-dependent,22,Minimal transit,Extreme,Extreme,Moderate,Minimal,"Places2 groceries, 16 restaurants, 5 parksTransit11, 15, 17, 19, 20, 201, 27, 28, 311, 315, 320, 611, 615, 91X, 99X, Yellow-N, Yellow-S","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039559",385000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/2083-Olivera-Rd-94520/unit-A/home/683935,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,5314 Olive Dr,Concord,CA,94521,635000,3.0,2.0,ROSE GLEN,1428,10019.0,1963.0,8,445,,Active,,,https://www.redfin.com/CA/Concord/5314-Olive-Dr-94521/home/1911734,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039923,N,Y,37.956305,-121.9569318,2.0,"Laminate, Tile, Carpet","All Electric, All Public Utilities","Forced Air, Natural Gas",Central Air,6,5,7,2.5,445.0,706098.0,4490.0,48,Somewhat bikeable,59,Somewhat walkable,29,Some transit,Minimal,Major,Moderate,Minimal,"Places5 groceries, 25 restaurants, 2 parksTransit10, 15, 310, 315, 612, 615, 93X","Sep 30, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41039923",NA,"Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039923",635000.0,"Apr 11, 2007","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40250553",NA,"Mar 19, 2007","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40250553",548000.0,https://www.redfin.com/CA/Concord/5314-Olive-Dr-94521/home/1911734,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1290 Traynor Rd,Concord,CA,94520,565000,3.0,1.0,Concord,1024,9100.0,1951.0,8,552,,Active,,,https://www.redfin.com/CA/Concord/1290-Traynor-Rd-94520/home/1902979,San Francisco MLS,423911526,N,Y,37.9628346,-122.0431476,,"Carpet, Laminate",,Wall Furnace,"Window Unit(s), None",2,2,2,,552.0,574300.0,3995.0,68,Bikeable,56,Somewhat walkable,37,Some transit,Moderate,Minimal,Moderate,Minimal,"Places8 groceries, 28 restaurants, 2 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 619, 9, 91X, 98X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 22, 2023",Listed (Active)San Francisco MLS #423911526,565000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/1290-Traynor-Rd-94520/home/1902979,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1455 Latour Ln #25,Concord,CA,94521,439000,2.0,1.0,LATOUR PLACE,904,,1981.0,9,486,468.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Concord/1455-Latour-Ln-94521/unit-25/home/1408359,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039769,N,Y,37.9598502,-121.9823177,,"Tile, Vinyl","All Public Utilities, Cable Available, Internet Available, Natural Gas Connected, Individual Electric Meter, Individual Gas Meter",Forced Air,Central Air,6,5,7,2.5,486.0,441737.0,3572.0,58,Bikeable,72,Very walkable,30,Some transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 31 restaurants, 5 parksTransit10, 15, 310, 315, 612, 615, 93X","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039769",439000.0,"Nov 2, 2021","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40972225",NA,"Oct 29, 2021","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40972225",399000.0,,,,https://www.redfin.com/CA/Concord/1455-Latour-Ln-94521/unit-25/home/1408359,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4493 Snowberry Ct,Concord,CA,94521,1100000,4.0,2.0,CROSSINGS,1805,5520.0,1975.0,9,609,107.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/4493-Snowberry-Ct-94521/home/1423537,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039864,N,Y,37.9489153,-121.9924886,2.0,Vinyl,"All Public Utilities, Natural Gas Connected, Individual Electric Meter, Individual Gas Meter","Forced Air, Natural Gas",Central Air,7,8,9,2.5,609.0,1114524.0,7885.0,17,Somewhat bikeable,21,Car-dependent,16,Minimal transit,Minimal,Major,Moderate,Minimal,"Places2 groceries, 30 restaurants, 3 parksTransit1, 10, 11, 15, 310, 311, 315, 611, 612, 615, 616, 7, 93X","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039864",1100000.0,"Apr 24, 2002","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11136153",NA,"Apr 19, 2002","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11136153",425000.0,,,,https://www.redfin.com/CA/Concord/4493-Snowberry-Ct-94521/home/1423537,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1897 Landana Dr Unit B,Concord,CA,94519,430000,2.0,1.5,DANA ESTATES,979,738.0,1970.0,9,439,280.0,Active,,,https://www.redfin.com/CA/Concord/1897-Landana-Dr-94519/unit-B/home/1920785,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039816,N,Y,37.9896922,-122.005567,,Laminate,,Natural Gas,Central Air,8,3,5,2.5,439.0,436776.0,3320.0,60,Bikeable,49,Car-dependent,22,Minimal transit,Major,Minimal,Major,Minimal,"Places4 groceries, 21 restaurants, 4 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, 99X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039816",430000.0,"Oct 22, 1999","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11029430",NA,"Sep 10, 1999","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11029430",104500.0,,,,https://www.redfin.com/CA/Concord/1897-Landana-Dr-94519/unit-B/home/1920785,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1860 Mayette Ave,Concord,CA,94520,800000,2.0,1.0,CONCORD,1136,10454.0,1937.0,9,704,,Active,,,https://www.redfin.com/CA/Concord/1860-Mayette-Ave-94520/home/1854890,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039801,N,Y,37.9615874,-122.0470104,2.0,,Other Water/Sewer,,,3,2,3,2.5,704.0,,5656.0,77,Very bikeable,48,Car-dependent,35,Some transit,Minimal,Minimal,Moderate,Minimal,"Places8 groceries, 34 restaurants, 1 parkTransit11, 14, 16, 18, 19, 20, 28, 311, 314, 316, 320, 611, 613, 616, 619, 9, 91X, 98X, Y","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039801",800000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/1860-Mayette-Ave-94520/home/1854890,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4304 Fallbrook Rd,Concord,CA,94521,999999,4.0,2.5,TURTLE CREEK,2307,6000.0,1974.0,9,433,32.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/4304-Fallbrook-Rd-94521/home/757932,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039796,N,Y,37.959788,-121.9950154,2.0,"Tile, Vinyl, Carpet",,Forced Air,Central Air,5,3,5,2.5,433.0,1017344.0,7103.0,30,Somewhat bikeable,67,Somewhat walkable,30,Some transit,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 29 restaurants, 3 parksTransit10, 15, 310, 315, 612, 615, 616, 93X","Sep 28, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039796",999999.0,"Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039796",1075000.0,"May 10, 2002","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11138071",NA,"Apr 30, 2002","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11138071",434950.0,https://www.redfin.com/CA/Concord/4304-Fallbrook-Rd-94521/home/757932,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1101 Kaitlin Pl,Concord,CA,94518,1350000,4.0,3.0,LIMERIDGE,3187,9300.0,1988.0,10,424,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Concord/1101-Kaitlin-Pl-94518/home/182116992,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039734,N,Y,37.9563605,-122.0118406,3.0,"Laminate, Tile",All Public Utilities,Forced Air,Central Air,5,3,5,2.5,424.0,1350047.0,9545.0,13,Somewhat bikeable,20,Car-dependent,20,Minimal transit,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 16 restaurants, 7 parksTransit1, 10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 619, 7, 91X, 93X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 20, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039734",1350000.0,"Jan 26, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40892041",NA,"Jan 10, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40892041",899000.0,,,,https://www.redfin.com/CA/Concord/1101-Kaitlin-Pl-94518/home/182116992,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),1621 Detroit Ave,Concord,CA,94520,9750000,0.0,,Concord,24958,39476.0,1966.0,11,391,,Active,,,https://www.redfin.com/CA/Concord/1621-Detroit-Ave-94520/home/179446484,San Francisco MLS,423910818,N,Y,37.968994,-122.042415,,"Carpet, Linoleum, Varies By Unit, Vinyl",,"Gas, Wall Furnace","Ceiling Fan(s), Varies By Unit, Wall Unit(s)",2,2,2,,391.0,,68939.0,63,Bikeable,80,Very walkable,46,Some transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 34 restaurants, 2 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 19, 2023",Listed (Active)San Francisco MLS #423910818,9750000.0,,,,,,,,,,https://www.redfin.com/CA/Concord/1621-Detroit-Ave-94520/home/179446484,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,3565 Northwood Dr Unit D,Concord,CA,94520,449900,2.0,1.5,NORTHWOOD,1090,756.0,1971.0,11,413,400.0,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Concord/3565-Northwood-Dr-94520/unit-D/home/621253,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039586,N,Y,38.0011482,-122.0385819,,"Hardwood, Tile, Carpet",,Forced Air,"Ceiling Fan(s), Central Air",2,3,2,2.5,413.0,451560.0,3581.0,37,Somewhat bikeable,31,Car-dependent,36,Some transit,Minimal,Extreme,Major,Minimal,"Places3 groceries, 17 restaurants, 5 parksTransit11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 311, 315, 320, 611, 615, 91X, 99X, Yellow-N, Yellow-S","Sep 19, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039586",449900.0,"May 11, 2001","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11086974",NA,"Apr 4, 2001","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11086974",169900.0,,,,https://www.redfin.com/CA/Concord/3565-Northwood-Dr-94520/unit-D/home/621253,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,5450 Concord Blvd Unit A8,Concord,CA,94521,340000,1.0,1.0,KIRKWOOD,794,,1976.0,11,428,332.0,Active,,,https://www.redfin.com/CA/Concord/5450-Concord-Blvd-94521/unit-A8/home/1453820,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039579,N,Y,37.9556695,-121.9510004,,"Laminate, Linoleum",,Forced Air,Central Air,6,6,7,2.5,428.0,340392.0,2766.0,54,Bikeable,74,Very walkable,28,Some transit,Minimal,Major,Moderate,Minimal,"Places5 groceries, 23 restaurants, 2 parksTransit10, 15, 201, 310, 315, 380, 387, 388, 389, 390, 392, 394, 396, 612, 615, 93X","Sep 19, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039579",340000.0,"Oct 9, 2020","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #40923786",NA,"Oct 3, 2020","Listed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40923786",299900.0,,,,https://www.redfin.com/CA/Concord/5450-Concord-Blvd-94521/unit-A8/home/1453820,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2939 Concord Blvd,Concord,CA,94519,739888,4.0,1.0,CONCORD TERRACE,1766,5270.0,1938.0,11,419,,Active,September-30-2023 01:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Concord/2939-Concord-Blvd-94519/home/695157,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039576,N,Y,37.9777118,-122.0225824,,"Hardwood, Linoleum",,Central,Central Air,3,3,2,2.5,419.0,740703.0,5231.0,72,Very bikeable,78,Very walkable,55,Good transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 16 restaurants, 8 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 19, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039576",739888.0,"Aug 24, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40917405",NA,"Aug 19, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40917405",550000.0,,,,https://www.redfin.com/CA/Concord/2939-Concord-Blvd-94519/home/695157,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,3640 Northwood Dr Unit D,Concord,CA,94520,459900,2.0,1.5,Concord,1088,758.0,1972.0,11,423,400.0,Active,,,https://www.redfin.com/CA/Concord/3640-Northwood-Dr-94520/unit-D/home/684453,MetroList,223091376,N,Y,38.002522,-122.040335,2.0,Laminate,Cable Available,Central,Central,2,3,2,,423.0,460018.0,3693.0,34,Somewhat bikeable,26,Car-dependent,33,Some transit,Moderate,Extreme,Moderate,Minimal,"Places3 groceries, 17 restaurants, 5 parksTransit11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 311, 315, 320, 611, 615, 91X, 99X, Yellow-N, Yellow-S","Jul 24, 2008","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40346103",NA,"Jun 26, 2008","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40346103",159900.0,"Jun 18, 2008","RelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40346103",NA,"Jun 12, 2008","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40346103",NA,https://www.redfin.com/CA/Concord/3640-Northwood-Dr-94520/unit-D/home/684453,2.0,"May 30, 2008","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40346103",169000.0,"Jul 7, 2003","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11193469",NA,"Jun 23, 2003","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11193469",215000.0,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1236 Pine Creek Way Unit A,Concord,CA,94520,450000,2.0,1.5,Pine Creek,1089,792.0,1970.0,12,413,365.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Concord/1236-Pine-Creek-Way-94520/unit-A/home/1010855,San Francisco MLS,423905909,N,Y,37.9620117,-122.0376418,,"Carpet, Laminate, Tile",,Central,Central,2,2,2,,413.0,450510.0,3547.0,64,Bikeable,72,Very walkable,32,Some transit,Minimal,Minimal,Moderate,Minimal,"Places10 groceries, 27 restaurants, 7 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 28, 310, 311, 314, 315, 320, 611, 612, 613, 615, 616, 619, 9, 91X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Oct 2, 2023",PendingSan Francisco MLS #423905909,NA,"Sep 18, 2023",Listed (Active)San Francisco MLS #423905909,450000.0,,,,,,,https://www.redfin.com/CA/Concord/1236-Pine-Creek-Way-94520/unit-A/home/1010855,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1458 Bassett Dr,Concord,CA,94521,798888,3.0,2.0,NEWHALL,1284,7000.0,1961.0,15,622,,Active,,,https://www.redfin.com/CA/Concord/1458-Bassett-Dr-94521/home/1771173,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039372,N,Y,37.9567875,-121.977859,2.0,"Hardwood, Vinyl",All Public Utilities,Forced Air,"Ceiling Fan(s), Central Air",6,5,7,3.0,622.0,826099.0,5649.0,64,Bikeable,65,Somewhat walkable,28,Some transit,Moderate,Major,Moderate,Minimal,"Places2 groceries, 32 restaurants, 4 parksTransit10, 15, 310, 315, 612, 615, 93X","Sep 26, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039372",798888.0,"Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039372",799000.0,"Mar 9, 2005","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40066222",NA,"Mar 6, 2005","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40066222",515000.0,https://www.redfin.com/CA/Concord/1458-Bassett-Dr-94521/home/1771173,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2679 Minert Rd,Concord,CA,94518,799000,3.0,2.0,Not Listed,1148,8250.0,1969.0,15,696,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Concord/2679-Minert-Rd-94518/home/1344975,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039343,N,Y,37.9463763,-122.0249224,2.0,"Tile, Vinyl, Carpet",,Forced Air,"Ceiling Fan(s), Central Air",4,2,3,2.5,696.0,801807.0,5720.0,44,Somewhat bikeable,34,Car-dependent,26,Some transit,Major,Major,Moderate,Minimal,"Places4 groceries, 17 restaurants, 4 parksTransit1, 11, 14, 15, 16, 311, 314, 611, 613, 616, 619, 7, 92X, 93X","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039343",799000.0,"Jan 1, 2000","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11034127",NA,"Oct 26, 1999","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11034127",239900.0,,,,https://www.redfin.com/CA/Concord/2679-Minert-Rd-94518/home/1344975,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3439 Sanford,Concord,CA,94520,819000,4.0,3.0,,1390,7474.0,1950.0,15,589,,Active,,,https://www.redfin.com/CA/Concord/3439-Sanford-St-94520/home/1864791,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039330,N,Y,37.9973171,-122.0346224,,Vinyl,"All Public Utilities, Natural Gas Connected",Wall Furnace,Wall/Window Unit(s),2,3,2,2.5,589.0,831838.0,5791.0,50,Bikeable,67,Somewhat walkable,41,Some transit,Major,Major,Moderate,Minimal,"Places2 groceries, 15 restaurants, 9 parksTransit10, 11, 14, 15, 16, 17, 19, 20, 201, 27, 28, 310, 311, 314, 315, 320, 611, 612, 615, 91X, 99X, BridgeA, BridgeB, BusBridge-N, BusBridge-S, Yellow-N, Yellow-S","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41039330",819000.0,"Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039330",839888.0,,,,,,,https://www.redfin.com/CA/Concord/3439-Sanford-St-94520/home/1864791,,,,,,,,,,,,,,,,,,,,,,,,,,
