SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,LAUNDARY_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_NAME,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,BATH_DESCRIPTION,FLOORING_FEATURES,HOA_FEE_FREQ,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE
MLS Listing,,Townhouse,1886 Trento Loop,Milpitas,CA,95035,1218000,3.0,3.0,MILPITAS,1709.0,521.0,2016.0,9.0,713.0,370.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Milpitas/1886-Trento-Loop-95035/home/109778019,MLSListings,ML81937181,N,Y,37.4047705,-121.8933868,Attached Garage,2.0,Dining Area in Family Room,Washer/Dryer,"Central Forced Air, Multi-Zone",Central Forced Air,Public Utilities,3.0,"Common Area Electricity, Garbage, Insurance (Common Area), Insurance (Liability), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee",Manor,5,7,8,2.5,713.0,1285157.0,8982.0,69,Bikeable,46,Car-dependent,65,Good transit,Minimal,Moderate,Major,Minimal,"Places6 groceries, 28 restaurants, 1 parkTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE","Sep 20, 2023",Listed (Active)MLSListings #ML81937181,1218000.0,,,,,,,https://www.redfin.com/CA/Milpitas/1886-Trento-Loop-95035/home/109778019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,1515 N Milpitas Blvd #66,Milpitas,CA,95035,399000,3.0,2.0,MILPITAS,1195.0,,2022.0,10.0,334.0,,Active,,,https://www.redfin.com/CA/Milpitas/1515-N-Milpitas-Blvd-95035/unit-66/home/63740414,MLSListings,ML81942479,N,Y,37.4534244,-121.9134799,"Carport, Guest/Visitor Parking, Tandem Parking",,"Dining ""L"", Dining Area, Other (See Remarks)",Washer/Dryer,Ceiling Fan,"Central Forced Air, Gas","Individual Electric Meters, Individual Gas Meters",,,,8,9,8,2.5,334.0,394760.0,2821.0,73,Very bikeable,75,Very walkable,39,Some transit,Minimal,Major,Major,Minimal,"Places3 groceries, 32 restaurants, 5 parksTransit217, 239, 44, 47, 623, 66, ACE Purple, Express 104, School 246, School 247","Sep 19, 2023",Listed (Active)MLSListings #ML81942479,399000.0,"Nov 29, 1999",Listing RemovedMLSListings #ML89913329,NA,"Apr 1, 1999",ListedMLSListings #ML89913329,36000.0,https://www.redfin.com/CA/Milpitas/1515-N-Milpitas-Blvd-95035/unit-66/home/63740414,"Double Sinks, Shower and Tub, Solid Surface, Tile, Other (See Remarks)","Laminate, Vinyl/Linoleum, Other (See Remarks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1619 Ellis Ave,Milpitas,CA,95035,980000,3.0,2.0,MILPITAS,1210.0,7483.0,1962.0,10.0,810.0,,Active,October-1-2023 11:00 AM,October-1-2023 01:00 PM,https://www.redfin.com/CA/Milpitas/1619-Ellis-Ave-95035/home/558233,MLSListings,ML81942380,N,Y,37.4411759,-121.8791417,Attached Garage,1.0,Other (See Remarks),,,,Public Utilities,1.0,,,7,7,8,2.5,810.0,1012307.0,6929.0,70,Very bikeable,45,Car-dependent,23,Minimal transit,Minimal,Major,Major,Minimal,"Places4 groceries, 20 restaurants, 5 parksTransit217, 47, 66, 70, 71, Express 104, School 246, School 247, School 270","Sep 19, 2023",Listed (Active)MLSListings #ML81942380,980000.0,,,,,,,https://www.redfin.com/CA/Milpitas/1619-Ellis-Ave-95035/home/558233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1837 Landess Ave,Milpitas,CA,95035,825000,3.0,1.5,MILPITAS,1155.0,788.0,1971.0,15.0,714.0,400.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Milpitas/1837-Landess-Ave-95035/home/1458020,MLSListings,ML81941996,N,Y,37.4181315,-121.8706324,"Carport, Guest/Visitor Parking",,Dining Area in Family Room,In Utility Room,,Forced Air,Public Utilities,2.0,"Landscaping/Gardening, Pools, Spa, or Tennis, Roof",Highland Park HOA,8,7,8,2.5,714.0,850182.0,6233.0,65,Bikeable,84,Very walkable,39,Some transit,Minimal,Major,Major,Minimal,"Places3 groceries, 31 restaurants, 4 parksTransit20, 200, 44, 47, 60, 66, 70, 71, 77, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 246, School 247, School 270","Sep 14, 2023",Listed (Active)MLSListings #ML81941996,825000.0,,,,,,,https://www.redfin.com/CA/Milpitas/1837-Landess-Ave-95035/home/1458020,,"Carpet, Laminate",Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1887 Big Bend Dr,Milpitas,CA,95035,1588887,4.0,2.5,MILPITAS,2392.0,5501.0,1966.0,15.0,664.0,,Active,,,https://www.redfin.com/CA/Milpitas/1887-Big-Bend-Dr-95035/home/1590259,MLSListings,ML81941883,N,Y,37.4290124,-121.8700929,Attached Garage,2.0,"Breakfast Bar, Dining Bar, Eat in Kitchen, No Formal Dining Room",,,"Forced Air, Gas",Public Utilities,2.0,,,8,7,8,2.5,664.0,1612573.0,11234.0,51,Bikeable,27,Car-dependent,27,Some transit,Minimal,Major,Major,Minimal,"Places4 groceries, 25 restaurants, 7 parksTransit20, 200, 217, 44, 47, 66, 70, 71, 77, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 246, School 247, School 270","Sep 29, 2023",Price ChangedMLSListings #ML81941883,1588887.0,"Sep 14, 2023",Listed (Active)MLSListings #ML81941883,1588888.0,,,,https://www.redfin.com/CA/Milpitas/1887-Big-Bend-Dr-95035/home/1590259,,"Hardwood, Stone, Tile, Vinyl/Linoleum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,210 Butler St,Milpitas,CA,95035,1568888,3.0,2.0,MILPITAS,1431.0,6561.0,1956.0,17.0,1096.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Milpitas/210-Butler-St-95035/home/824739,MLSListings,ML81936654,N,Y,37.4329956,-121.9114188,Attached Garage,2.0,Dining Area in Living Room,,Central Forced Air,Central Forced Air,Public Utilities,1.0,,,7,9,8,2.25,1096.0,1590623.0,11093.0,76,Very bikeable,82,Very walkable,41,Some transit,Major,Minimal,Major,Minimal,"Places3 groceries, 38 restaurants, 1 parkTransit200, 217, 44, 47, 66, ACE Purple, ACE Violet, BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), Event Orange, Event-Orange, Express 104, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, School 246, School 247","Sep 12, 2023",Listed (Active)MLSListings #ML81936654,1568888.0,,,,,,,https://www.redfin.com/CA/Milpitas/210-Butler-St-95035/home/824739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,450 Palmer St,Milpitas,CA,95035,1140000,3.0,1.0,MILPITAS,1040.0,5369.0,1955.0,18.0,1096.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Milpitas/450-Palmer-St-95035/home/167191197,MLSListings,ML81941544,N,Y,37.4225514,-121.9114059,Attached Garage,2.0,Dining Area in Living Room,"In Garage, Tub/Sink",Ceiling Fan,Central Forced Air,Public Utilities,1.0,,,7,9,8,2.5,1096.0,1143717.0,8061.0,73,Very bikeable,65,Somewhat walkable,45,Some transit,Moderate,Minimal,Major,Minimal,"Places1 grocery, 37 restaurants, 3 parksTransit200, 217, 44, 47, 66, ACE Purple, ACE Violet, BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), Event Orange, Event-Orange, Express 104, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE","Sep 29, 2023",Price ChangedMLSListings #ML81941544,1140000.0,"Sep 11, 2023",Listed (Active)MLSListings #ML81941544,1240000.0,,,,https://www.redfin.com/CA/Milpitas/450-Palmer-St-95035/home/167191197,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,529 Lundy Pl,Milpitas,CA,95035,1193495,3.0,3.0,,1454.0,,2023.0,21.0,821.0,434.0,Active,,,https://www.redfin.com/CA/Milpitas/529-Lundy-Pl-95035/home/186423334,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038545,N,Y,37.4048667,-121.8902342,,2.0,,,"Zoned, ENERGY STAR Qualified Equipment",Zoned,"All Public Utilities, Cable Available, Internet Available",,,,8,7,6,2.51,821.0,,8873.0,67,Bikeable,51,Somewhat walkable,65,Good transit,Moderate,Moderate,Major,Minimal,"Places7 groceries, 30 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038545",1193495.0,,,,,,,https://www.redfin.com/CA/Milpitas/529-Lundy-Pl-95035/home/186423334,,"Carpet, Engineered Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1517 Hidden Creek Ln,Milpitas,CA,95035,1699888,4.0,3.5,Milpitas,2405.0,2323.0,2016.0,23.0,707.0,279.0,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Milpitas/1517-Hidden-Creek-Ln-95035/home/143041855,San Francisco MLS,423907040,N,Y,37.4511704,-121.9191327,,,,,Central,Central,Cable Available,,,,7,9,8,,717.0,1700370.0,12476.0,64,Bikeable,47,Car-dependent,36,Some transit,NA,NA,NA,NA,"Places3 groceries, 32 restaurants, 4 parksTransit217, 239, 44, 47, 623, 66, ACE Purple, ACE Violet, Express 104, School 246, School 247","Oct 1, 2023",Price ChangedSan Francisco MLS #423907040,1725000.0,"Sep 6, 2023",Listed (Active)San Francisco MLS #423907040,1699888.0,,,,https://www.redfin.com/CA/Milpitas/1517-Hidden-Creek-Ln-95035/home/143041855,,"Carpet, Tile, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2153 Lacey Dr,Milpitas,CA,95035,1598000,4.0,2.0,MILPITAS,1829.0,6300.0,1971.0,23.0,874.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Milpitas/2153-Lacey-Dr-95035/home/1184972,MLSListings,ML81940862,N,Y,37.4332593,-121.8689354,Attached Garage,2.0,"Breakfast Bar, Breakfast Nook, Dining Area","In Garage, Washer/Dryer",,Forced Air,Public Utilities,1.0,,,5,7,8,2.5,874.0,1600837.0,11299.0,45,Somewhat bikeable,27,Car-dependent,20,Minimal transit,Minimal,Major,Major,Minimal,"Places4 groceries, 21 restaurants, 7 parksTransit200, 217, 47, 70, 71, Express 104, Green-N, Green-S, Orange-N, Orange-S, School 246, School 247, School 270","Sep 21, 2023",Price ChangedMLSListings #ML81940862,1598000.0,"Sep 13, 2023",Price ChangedMLSListings #ML81940862,1668000.0,"Sep 6, 2023",Listed (Active)MLSListings #ML81940862,1688000.0,https://www.redfin.com/CA/Milpitas/2153-Lacey-Dr-95035/home/1184972,"Marble, Primary (Tub w/ Jets), 2+ Showers Over Tubs","Laminate, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,539 Kevenaire Dr,Milpitas,CA,95035,1600000,4.0,3.0,Milpitas,2817.0,6512.0,1979.0,29.0,568.0,,Active,,,https://www.redfin.com/CA/Milpitas/539-Kevenaire-Dr-95035/home/554219,MetroList,223084401,N,Y,37.4472198,-121.8996333,,2.0,,,"See Remarks, Other","See Remarks, Other",See Remarks,2.0,,,8,9,8,,568.0,1609028.0,11313.0,69,Bikeable,63,Somewhat walkable,36,Some transit,Minimal,Major,Major,Minimal,"Places5 groceries, 28 restaurants, 7 parksTransit217, 239, 44, 47, 623, 66, ACE Purple, Express 104, School 246, School 247",,,,,,,,,,https://www.redfin.com/CA/Milpitas/539-Kevenaire-Dr-95035/home/554219,,"See Remarks, Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,421 Vineyard Ave #21,Milpitas,CA,95035,1168887,3.0,2.5,MILPITAS,1458.0,,2018.0,36.0,802.0,612.0,Active,September-30-2023 12:30 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Milpitas/421-Vineyard-Ave-95035/unit-21/home/168866877,MLSListings,ML81929120,N,Y,37.4079811,-121.892859,Attached Garage,2.0,"Dining Area in Living Room, Eat in Kitchen","Dryer, Inside, Washer, Washer/Dryer",Central Forced Air,Other (See Remarks),Public Utilities,1.0,Other (See Remarks),SoMont Community Association,8,7,6,2.5,802.0,1158899.0,8877.0,81,Very bikeable,65,Somewhat walkable,67,Good transit,Minimal,Moderate,Major,Minimal,"Places8 groceries, 32 restaurants, 1 parkTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270","Sep 29, 2023",Price ChangedMLSListings #ML81929120,1168887.0,"Aug 24, 2023",Listed (Active)MLSListings #ML81929120,1168888.0,,,,https://www.redfin.com/CA/Milpitas/421-Vineyard-Ave-95035/unit-21/home/168866877,Double Sinks,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1051 Crescent Ter,Milpitas,CA,95035,2598888,4.0,3.0,MILPITAS,2549.0,6175.0,1988.0,36.0,1020.0,,Active,September-30-2023 12:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Milpitas/1051-Crescent-Ter-95035/home/574033,MLSListings,ML81938312,N,Y,37.4234498,-121.867981,Attached Garage,2.0,Formal Dining Room,,Central Forced Air,Forced Air,Public Utilities,2.0,,,8,7,8,2.25,1020.0,2533596.0,18376.0,59,Bikeable,53,Somewhat walkable,34,Some transit,Minimal,Major,Major,Minimal,"Places3 groceries, 30 restaurants, 6 parksTransit20, 200, 44, 47, 60, 66, 70, 71, 77, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 246, School 247, School 270","Sep 18, 2023",Price ChangedMLSListings #ML81938312,2598888.0,"Aug 24, 2023",Listed (Active)MLSListings #ML81938312,2798888.0,,,,https://www.redfin.com/CA/Milpitas/1051-Crescent-Ter-95035/home/574033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,563 Lundy Pl,Milpitas,CA,95035,1420025,3.0,3.0,,1769.0,,2023.0,49.0,803.0,434.0,Active,,,https://www.redfin.com/CA/Milpitas/563-Lundy-Pl-95035/home/186423397,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035743,N,Y,37.4054645,-121.8896657,,2.0,,,"Zoned, ENERGY STAR Qualified Equipment",Zoned,"All Public Utilities, Cable Available, Internet Available",,,,8,7,6,2.11,803.0,,10474.0,67,Bikeable,51,Somewhat walkable,65,Good transit,Moderate,Moderate,Major,Minimal,"Places8 groceries, 31 restaurants, 3 parksTransit20, 200, 217, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 247, School 270","Aug 11, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035743",1420025.0,,,,,,,https://www.redfin.com/CA/Milpitas/563-Lundy-Pl-95035/home/186423397,,"Carpet, Engineered Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3117 Drywood Ln,San Jose,CA,95132,1399000,6.0,4.0,SAN JOSE,1408.0,6126.0,1964.0,64.0,994.0,34.0,Active,September-30-2023 01:30 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3117-Drywood-Ln-95132/home/571209,MLSListings,ML81936421,N,Y,37.4154131,-121.8741571,Other,,"Eat in Kitchen, No Formal Dining Room",,,Forced Air,Public Utilities,2.0,"Pools, Spa, or Tennis",Northwood Park Improvement Association 3,7,7,6,2.5,994.0,1431804.0,9926.0,63,Bikeable,79,Very walkable,40,Some transit,Minimal,Major,Major,Minimal,"Places3 groceries, 33 restaurants, 2 parksTransit20, 200, 44, 47, 60, 66, 70, 71, 77, ACE Violet, Event Orange, Event-Orange, Express 104, Green-N, Green-S, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, Orange-N, Orange-S, OrangeE, School 246, School 247, School 270","Sep 27, 2023",Price ChangedMLSListings #ML81936421,1399000.0,"Jul 27, 2023",Listed (Active)MLSListings #ML81936421,1499000.0,"Jan 3, 2010",Pending (Pending (Do Not Show))MLSListings #ML80945944,NA,https://www.redfin.com/CA/San-Jose/3117-Drywood-Ln-95132/home/571209,,,Monthly,"Dec 16, 2009",Pending (Pending Without Release)MLSListings #ML80945944,NA,"Dec 3, 2009",Relisted (Active)MLSListings #ML80945944,NA,"Nov 20, 2009",PendingMLSListings #ML80945944,NA,"Nov 17, 2009",Listing RemovedMLSListings #ML80945944,NA,"Nov 12, 2009",Pending (Pending (Do Not Show))MLSListings #ML80945944,NA,"Oct 29, 2009",Listing RemovedMLSListings #ML80945944,NA,"Oct 25, 2009",Pending (Pending (Do Not Show))MLSListings #ML80945944,NA,"Oct 15, 2009",Contingent (Pending Without Release)MLSListings #ML80945944,NA,"Oct 2, 2009",Relisted (Active)MLSListings #ML80945944,NA,"Sep 25, 2009",ListedMLSListings #ML80945944,409000.0,"Sep 25, 2009",Listing RemovedMLSListings #ML80945944,NA
MLS Listing,,Condo/Co-op,1087 N Abbott Ave,Milpitas,CA,95035,948888,3.0,2.0,MILPITAS,1174.0,,1979.0,72.0,808.0,708.0,Active,,,https://www.redfin.com/CA/Milpitas/1087-N-Abbott-Ave-95035/home/1733945,MLSListings,ML81935436,N,Y,37.4426012,-121.9179633,"Assigned Spaces, Carport, Common Parking Area, Covered Parking, Lighted Parking Area, No Garage, Unassigned Spaces, Uncovered Parking",,Dining Area in Living Room,"In Utility Room, Inside",Other (See Remarks),"Electric, Individual Room Controls, Wall Furnace","Individual Electric Meters, Public Utilities",1.0,"Common Area Electricity, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Insurance (Earthquake), Insurance (Flood), Insurance (Hazard), Insurance (Liability), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis, Reserves, Roof, Sewer, Water",Dixon Landing,8,9,8,3.0,808.0,928784.0,7417.0,,,32,Car-dependent,36,Some transit,Major,Minimal,Moderate,Minimal,"Places1 grocery, 27 restaurants, 6 parksTransit217, 239, 44, 47, 623, 66, ACE Purple, ACE Violet, Express 104, School 246, School 247","Jul 19, 2023",Listed (Active)MLSListings #ML81935436,948888.0,,,,,,,https://www.redfin.com/CA/Milpitas/1087-N-Abbott-Ave-95035/home/1733945,"Granite, Shower and Tub, Shower Over Tub, Stall Shower, Tile, Tub, Updated Bath(s)","Carpet, Tile",Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,16 Hemlock Ln,Milpitas,CA,95035,800000,3.0,1.5,POPPY LANE,1150.0,940.0,1971.0,82.0,696.0,372.0,Active,,,https://www.redfin.com/CA/Milpitas/16-Hemlock-Ln-95035/home/606103,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41032567,N,Y,37.438274,-121.87469,,,,,No Air Conditioning,Forced Air,,,,,7,7,8,2.5,696.0,791886.0,6028.0,63,Bikeable,42,Car-dependent,22,Minimal transit,Minimal,Major,Major,Minimal,"Places5 groceries, 18 restaurants, 7 parksTransit200, 217, 47, 66, 70, 71, Express 104, Green-N, Green-S, Orange-N, Orange-S, School 246, School 247, School 270","Jul 9, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41032567",800000.0,,,,,,,https://www.redfin.com/CA/Milpitas/16-Hemlock-Ln-95035/home/606103,,Carpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2124 Old Calaveras Rd,Milpitas,CA,95035,10500000,5.0,5.5,MILPITAS,7000.0,2894280.0,2009.0,88.0,1500.0,,Active,,,https://www.redfin.com/CA/Milpitas/2124-Old-Calaveras-Rd-95035/home/28682306,MLSListings,ML81933796,N,Y,37.447879,-121.867182,Detached,4.0,"Breakfast Room, Formal Dining Room",Inside,,"Gas, Propane",Other (See Remarks),,,,7,9,8,2.5,1500.0,9606601.0,74242.0,4,Somewhat bikeable,2,Car-dependent,,,Minimal,Severe,Moderate,Minimal,"Places4 groceries, 15 restaurants, 10 parksTransit217, 47, 66, 70, 71, School 246, School 247, School 270","Jul 3, 2023",Listed (Active)MLSListings #ML81933796,10500000.0,"Feb 28, 2012",Pending (Pending (Do Not Show))MLSListings #ML81147861,NA,"Nov 17, 2011",Listed (Active)MLSListings #ML81147861,3495000.0,https://www.redfin.com/CA/Milpitas/2124-Old-Calaveras-Rd-95035/home/28682306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,7280 Marylinn Dr,Milpitas,CA,95035,2780000,,,MILPITAS,,15107.0,,141.0,,,Active,,,https://www.redfin.com/CA/Milpitas/7280-Marylinn-Dr-95035/home/104461846,MLSListings,ML81927870,N,Y,37.435682,-121.907265,,,,,,,Available (Not On Site),,,,7,9,8,2.5,,,19656.0,78,Very bikeable,74,Very walkable,40,Some transit,Major,Moderate,Major,Minimal,"Places4 groceries, 35 restaurants, 2 parksTransit217, 239, 44, 47, 623, 66, ACE Purple, ACE Violet, Event Orange, Event-Orange, Express 104, Levi's - Alum Rock, Orange Line, Orange Line Modified, Orange Line Special, Orange-East Portion, Orange-Event, OrangeE, School 246, School 247","Jun 22, 2023",Price ChangedMLSListings #ML81927870,2780000.0,"May 11, 2023",Price ChangedMLSListings #ML81927870,2879900.0,"May 11, 2023",Listed (Active)MLSListings #ML81927870,287990.0,https://www.redfin.com/CA/Milpitas/7280-Marylinn-Dr-95035/home/104461846,,,,"Sep 12, 2016",Listing RemovedSDMLS #301810937,NA,"Apr 8, 2016",,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,60 Wilson Way #91,Milpitas,CA,95035,449900,3.0,2.0,MILPITAS,1220.0,,2000.0,147.0,369.0,,Active,,,https://www.redfin.com/CA/Milpitas/60-Wilson-Way-95035/unit-91/home/1395597,MLSListings,ML81927165,N,Y,37.4583852,-121.9139971,Carport,,No Formal Dining Room,Washer/Dryer,"Ceiling Fan, Central Forced Air",Central Forced Air,Public Utilities,,,,7,9,8,3.0,369.0,429108.0,3181.0,76,Very bikeable,83,Very walkable,40,Some transit,Minimal,Moderate,Major,Minimal,"Places2 groceries, 31 restaurants, 5 parksTransit215, 217, 239, 44, 47, 623, 66, ACE Purple, Express 104, School 246, School 247","May 5, 2023",Listed (Active)MLSListings #ML81927165,449900.0,,,,,,,https://www.redfin.com/CA/Milpitas/60-Wilson-Way-95035/unit-91/home/1395597,"Shower and Tub, Stall Shower","Laminate, Vinyl/Linoleum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
