SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,HAS_GARAGE,BATH_DESCRIPTION,FLOORING_FEATURES,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,FEES_INCLUDE,HOA_NAME,HOA_FEE_FREQ,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Townhouse,4497 Lafayette St,Santa Clara,CA,95054,1458000,4.0,3.0,SANTA CLARA,1930.0,1038.0,2005.0,22.0,755.0,199.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/4497-Lafayette-St-95054/home/2125064,MLSListings,ML81940276,N,Y,37.397293,-121.959951,Attached Garage,Dining Area,Washer/Dryer,Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,NA,NA,7,2.5,755.0,1466918.0,10508.0,75,Very bikeable,58,Somewhat walkable,40,Some transit,Major,Minimal,Major,Minimal,"Places2 groceries, 22 restaurants, 7 parksTransit20, 200, 55, 57, 59, ACE, ACE Brown, ACE Gray, ACE Green, ACE Orange, ACE Purple, ACE Red, ACE Violet, ACE Yellow, ACETrain, BB (Oct23), BB (Sep23), Blue (Civc-Bayp), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, BlueBB (9/1/23-9/14/23), BlueN, BusBridge (5/22-6/4), BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Civc), BusBridge (Bypt-Foak), CC, Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 8, 2023",Listed (Active)MLSListings #ML81940276,1458000.0,https://www.redfin.com/CA/Santa-Clara/4497-Lafayette-St-95054/home/2125064,2.0,"Double Sinks, Full on Ground Floor, Oversized Tub, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower Over Tub, Tile, Updated Bath(s)","Carpet, Laminate","Jul 13, 2018",Pending (Pending (Do Not Show))MLSListings #ML81712211,NA,"Jun 27, 2018",Listed (Active)MLSListings #ML81712211,1349000.0,,,,,,,"Exterior Painting, Insurance (Common Area), Insurance (Liability), Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Reserves, Roof",Professional Association Services (PAS),,,,,,,,,,
MLS Listing,,Townhouse,2193 Hogan Dr,Santa Clara,CA,95054,698000,1.0,1.5,SANTA CLARA,961.0,918.0,1981.0,23.0,726.0,250.0,Active,,,https://www.redfin.com/CA/Santa-Clara/2193-Hogan-Dr-95054/home/1290632,MLSListings,ML81941098,N,Y,37.401679,-121.9627556,"Detached, Gate/Door Opener","Breakfast Bar, Dining Area in Family Room","Inside, Washer/Dryer",,Central Forced Air (Gas),Public Utilities,2.0,6,5,7,2.5,726.0,708610.0,5185.0,72,Very bikeable,45,Car-dependent,46,Some transit,Major,Minimal,Major,Minimal,"Places0 groceries, 22 restaurants, 6 parksTransit20, 200, 55, 57, 59, ACE, ACE Brown, ACE Gray, ACE Green, ACE Orange, ACE Purple, ACE Red, ACE Violet, ACE Yellow, ACETrain, BB (Oct23), BB (Sep23), Blue (Civc-Bayp), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, BlueBB (9/1/23-9/14/23), BlueN, BusBridge (5/22-6/4), BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Civc), BusBridge (Bypt-Foak), CC, Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 21, 2023",Price ChangedMLSListings #ML81941098,698000.0,https://www.redfin.com/CA/Santa-Clara/2193-Hogan-Dr-95054/home/1290632,1.0,"Half on Ground Floor, Updated Bath(s)","Carpet, Laminate, Vinyl/Linoleum","Sep 7, 2023",Listed (Active)MLSListings #ML81941098,788888.0,,,,,,,,,,Maintenance (Common Area),Lafayette Corners Townhomes Association,Monthly,,,,,,,,,
MLS Listing,,Condo/Co-op,3578 Rambla Pl #416,Santa Clara,CA,95051,1018000,1.0,1.0,SANTA CLARA,936.0,,2021.0,24.0,1088.0,618.0,Active,,,https://www.redfin.com/CA/Santa-Clara/3578-Rambla-Pl-95051/unit-416/home/173310968,MLSListings,ML81940994,N,Y,37.37516,-121.99491,"Assigned Spaces, Covered Parking, Electric Car Hookup, On Street",Dining Area in Living Room,"Inside, Washer/Dryer",Central Forced Air,Central Forced Air (Gas),Public Utilities,,5,6,8,2.5,1088.0,998530.0,7816.0,71,Very bikeable,53,Somewhat walkable,36,Some transit,NA,NA,NA,NA,"Places2 groceries, 34 restaurants, 1 parkTransit20, 21, 55, 56, 57, ACE Gray, ACE Yellow, L1, L2, L3, L6, School 255","Sep 18, 2023",Price ChangedMLSListings #ML81940994,1018000.0,https://www.redfin.com/CA/Santa-Clara/3578-Rambla-Pl-95051/unit-416/home/173310968,1.0,Double Sinks,,"Sep 6, 2023",Listed (Active)MLSListings #ML81940994,1030000.0,"Nov 25, 2020","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40928471",NA,"Nov 7, 2020","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40928471",899995.0,,,,"Common Area Electricity, Common Area Gas, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Recreation Facility, Reserves, Roof",Helsing,,,,,,,,,,
MLS Listing,,Single Family Residential,1722 Loveland Ct,Santa Clara,CA,95050,1595000,4.0,2.5,SANTA CLARA,2094.0,4199.0,1998.0,24.0,762.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/1722-Loveland-Ct-95050/home/969681,MLSListings,ML81940580,N,Y,37.3570849,-121.9476888,"Attached Garage, On Street","Dining Area in Living Room, Eat in Kitchen","Inside, Washer/Dryer","Ceiling Fan, Central Forced Air",Central Forced Air (Gas),Public Utilities,2.0,3,5,7,2.5,762.0,1600104.0,11278.0,71,Very bikeable,79,Very walkable,51,Good transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 21 restaurants, 7 parksTransit21, 22, 53, 59, 60, ACE, ACE Yellow, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522","Sep 18, 2023",Price ChangedMLSListings #ML81940580,1595000.0,https://www.redfin.com/CA/Santa-Clara/1722-Loveland-Ct-95050/home/969681,2.0,,"Carpet, Laminate","Sep 6, 2023",Listed (Active)MLSListings #ML81940580,1688000.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3715 Terstena Pl #312,Santa Clara,CA,95051,849000,2.0,2.0,SANTA CLARA,1360.0,,1982.0,25.0,624.0,775.0,Active,,,https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-312/home/1532317,MLSListings,ML81940727,N,Y,37.3582351,-121.9989378,"Assigned Spaces, Common Parking Area, Covered Parking, Guest/Visitor Parking, Underground Parking","Breakfast Bar, Formal Dining Room","Electricity Hookup (220V), Inside, Washer/Dryer",Central Forced Air,"Central Forced Air, Fireplace",Public Utilities,1.0,7,6,8,2.5,624.0,852768.0,6778.0,71,Very bikeable,66,Somewhat walkable,40,Some transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 38 restaurants, 3 parksTransit20, 21, 22, 53, 56, 57, ACE Gray, L1, L2, L3, L6, Rapid 522","Sep 5, 2023",Listed (Active)MLSListings #ML81940727,849000.0,https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-312/home/1532317,1.0,,"Carpet, Laminate, Vinyl/Linoleum","Dec 19, 2020",Pending (Pending (Do Not Show))MLSListings #ML81821403,NA,"Nov 24, 2020",Listed (Active)MLSListings #ML81821403,849000.0,,,,,,,"Exterior Painting, Fencing, Garbage, Insurance (Common Area), Insurance (Hazard), Landscaping/Gardening, Maintenance (Exterior), Maintenance (Road), Management Fee, Pools, Spa, or Tennis, Recreation Facility, Reserves, Roof, Water, Water/Sewer",Mirimar Terrace HOA,Monthly,,,,,,,,,
MLS Listing,,Condo/Co-op,921 Mountain Ash Ter #8,Sunnyvale,CA,94086,1437879,2.0,2.5,PONDEROSA,1444.0,500.0,2022.0,28.0,996.0,394.0,Active,,,https://www.redfin.com/CA/Sunnyvale/921-Mountain-Ash-Ter-94086/unit-8/home/181234672,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037935,N,Y,37.354116,-121.951621,,,,Central Air,Forced Air,,,3,5,7,2.5,996.0,1419249.0,10561.0,74,Very bikeable,85,Very walkable,49,Some transit,NA,NA,NA,NA,"Places3 groceries, 25 restaurants, 7 parksTransit21, 22, 53, 59, 60, ACE, ACE Yellow, ACETrain, BusBridge Caltrain (MPK-SCL)), CC, L1, L2, L4, L5, L6, Rapid 522","Sep 19, 2023",Price ChangedNewHomeSource.com #2525628,1437879.0,https://www.redfin.com/CA/Sunnyvale/921-Mountain-Ash-Ter-94086/unit-8/home/181234672,2.0,,,"Sep 2, 2023",Listed (Active)NewHomeSource.com #2525628,1512879.0,"Sep 15, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41037935",1437879.0,"Sep 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037935",1512879.0,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1077 Alta Mira Dr Unit B,Santa Clara,CA,95051,649950,2.0,2.0,SANTA CLARA,1012.0,,1971.0,29.0,642.0,460.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/1077-Alta-Mira-Dr-95051/unit-B/home/736326,MLSListings,ML81940614,N,Y,37.346448,-121.994983,"Assigned Spaces, Covered Parking, Guest/Visitor Parking","Dining ""L""","In Utility Room, Washer/Dryer, Other (See Remarks)",Ceiling Fan,Forced Air,Public Utilities,1.0,5,6,7,2.5,642.0,643778.0,5056.0,71,Very bikeable,78,Very walkable,40,Some transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 35 restaurants, 2 parksTransit21, 22, 23, 53, 56, 57, Express 101, L1, L2, L3, L6, Rapid 522, Rapid 523","Sep 19, 2023",Price ChangedMLSListings #ML81940614,649950.0,https://www.redfin.com/CA/Santa-Clara/1077-Alta-Mira-Dr-95051/unit-B/home/736326,,,"Carpet, Laminate, Tile","Sep 3, 2023",Price ChangedMLSListings #ML81940614,679950.0,"Sep 1, 2023",Listed (Active)MLSListings #ML81940614,679970.0,,,,,,,"Common Area Electricity, Common Area Gas, Garbage, Insurance (Common Area), Landscaping/Gardening, Pools, Spa, or Tennis, Water",Monaco HOA,Monthly,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),2480 Karen Dr,Santa Clara,CA,95050,2000000,5.0,4.0,SANTA CLARA,2540.0,7290.0,1960.0,31.0,787.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2480-Karen-Dr-95050/home/1603911,MLSListings,ML81940305,N,Y,37.3439149,-121.9692398,Attached Garage,,,,Wall Furnace,"Individual Electric Meters, Individual Gas Meters",1.0,5,5,7,2.5,787.0,1923520.0,14141.0,74,Very bikeable,61,Somewhat walkable,40,Some transit,Major,Minimal,Major,Minimal,"Places2 groceries, 20 restaurants, 6 parksTransit21, 22, 23, 53, 57, 59, 60, Rapid 522","Aug 30, 2023",Listed (Active)MLSListings #ML81940305,2000000.0,https://www.redfin.com/CA/Santa-Clara/2480-Karen-Dr-95050/home/1603911,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1149 Scott Blvd,Santa Clara,CA,95050,1599000,3.0,3.5,SANTA CLARA,1764.0,7800.0,1949.0,31.0,906.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/1149-Scott-Blvd-95050/home/1763205,MLSListings,ML81940285,N,Y,37.3466528,-121.9589869,Attached Garage,Eat in Kitchen,"Inside, Washer/Dryer",Central Forced Air,Central Forced Air (Gas),Public Utilities,1.0,5,5,7,2.5,906.0,1570589.0,11306.0,76,Very bikeable,87,Very walkable,46,Some transit,Minimal,Minimal,Major,Minimal,"Places5 groceries, 26 restaurants, 2 parksTransit21, 22, 53, 57, 59, 60, Rapid 522","Sep 12, 2023",Price ChangedMLSListings #ML81940285,1599000.0,https://www.redfin.com/CA/Santa-Clara/1149-Scott-Blvd-95050/home/1763205,1.0,"2+ Stall Shower, Tub","Hardwood, Laminate, Tile","Aug 30, 2023",Listed (Active)MLSListings #ML81940285,1499950.0,"Aug 27, 2013",Pending (Pending (Do Not Show))MLSListings #ML81327638,NA,"Aug 8, 2013",Pending (Pending Without Release)MLSListings #ML81327638,NA,"Jul 30, 2013",Listed (Active)MLSListings #ML81327638,718000.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2374 Vargas Pl,Santa Clara,CA,95050,2199888,3.0,2.0,SANTA CLARA,2074.0,6432.0,1952.0,33.0,1061.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2374-Vargas-Pl-95050/home/724230,MLSListings,ML81937217,N,Y,37.3568651,-121.9670183,Attached Garage,Formal Dining Room,Inside,"Ceiling Fan, Central Forced Air",Forced Air,Public Utilities,1.0,3,5,7,2.5,1061.0,2141266.0,15555.0,82,Very bikeable,70,Very walkable,45,Some transit,Severe,Minimal,Major,Minimal,"Places5 groceries, 26 restaurants, 4 parksTransit21, 22, 53, 57, 59, 60, ACE Yellow, Rapid 522","Aug 28, 2023",Listed (Active)MLSListings #ML81937217,2199888.0,https://www.redfin.com/CA/Santa-Clara/2374-Vargas-Pl-95050/home/724230,2.0,"Granite, Primary (Tub w/ Jets)","Laminate, Tile",,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2435 Armstrong Pl,Santa Clara,CA,95050,1550000,3.0,2.0,SANTA CLARA,1231.0,6978.0,1956.0,33.0,1259.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/2435-Armstrong-Pl-95050/home/1604042,MLSListings,ML81939764,N,Y,37.3410195,-121.9674404,"Attached Garage, On Street",Eat in Kitchen,In Garage,,"Central Forced Air (Gas), Fireplace",Public Utilities,1.0,5,5,7,2.25,1259.0,1560860.0,10959.0,84,Very bikeable,74,Very walkable,37,Some transit,Major,Minimal,Major,Minimal,"Places4 groceries, 16 restaurants, 7 parksTransit21, 22, 23, 53, 57, 59, 60, Rapid 522, Rapid 523","Aug 28, 2023",Listed (Active)MLSListings #ML81939764,1550000.0,https://www.redfin.com/CA/Santa-Clara/2435-Armstrong-Pl-95050/home/1604042,2.0,"Primary (Stall Shower(s)), Shower and Tub",Hardwood,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,930 Kiely Blvd Unit F,Santa Clara,CA,95051,657000,2.0,2.0,SANTA CLARA,956.0,,1971.0,35.0,687.0,575.0,Active,,,https://www.redfin.com/CA/Santa-Clara/930-Kiely-Blvd-95051/unit-F/home/1594092,MLSListings,ML81939823,N,Y,37.3427143,-121.9782811,Carport,Eat in Kitchen,Coin-Operated,Window/Wall Unit,Baseboard,Public Utilities,1.0,7,6,7,2.5,687.0,656293.0,5220.0,68,Bikeable,69,Somewhat walkable,40,Some transit,Major,Minor,Major,Minimal,"Places1 grocery, 18 restaurants, 6 parksTransit21, 22, 23, 53, 57, 59, Rapid 522, Rapid 523","Sep 13, 2023",Price ChangedMLSListings #ML81939823,657000.0,https://www.redfin.com/CA/Santa-Clara/930-Kiely-Blvd-95051/unit-F/home/1594092,,,,"Sep 8, 2023",Relisted (Active)MLSListings #ML81939823,NA,"Sep 7, 2023",Pending (Pending (Do Not Show))MLSListings #ML81939823,NA,"Aug 25, 2023",Listed (Active)MLSListings #ML81939823,660000.0,"Jul 17, 2012",Pending (Pending (Do Not Show))MLSListings #ML81224236,NA,"Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Gas, Hot Water, Insurance (Common Area), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis, Roof, Security Service, Water",Woodsborough,Monthly,"Jul 10, 2012",Relisted (Active)MLSListings #ML81224236,NA,"Jul 4, 2012",Pending (Pending (Do Not Show))MLSListings #ML81224236,NA,"Jun 27, 2012",Listed (Active)MLSListings #ML81224236,318888.0
MLS Listing,,Single Family Residential,2512 Amethyst Dr,Santa Clara,CA,95051,1899888,5.0,3.0,SANTA CLARA,2040.0,5727.0,1955.0,36.0,931.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/2512-Amethyst-Dr-95051/home/1414862,MLSListings,ML81939232,N,Y,37.3679646,-121.9820351,Attached Garage,Dining Area in Living Room,In Garage,Other (See Remarks),Forced Air,Public Utilities,1.0,5,6,8,2.5,931.0,2022736.0,13433.0,62,Bikeable,42,Car-dependent,35,Some transit,Moderate,Minimal,Major,Minimal,"Places6 groceries, 24 restaurants, 5 parksTransit20, 21, 22, 57, 59, ACE Gray, ACE Yellow, L1, L2, L3, L6, Rapid 522","Sep 24, 2023",Price ChangedMLSListings #ML81939232,1899888.0,https://www.redfin.com/CA/Santa-Clara/2512-Amethyst-Dr-95051/home/1414862,1.0,Tile,"Hardwood, Tile","Sep 7, 2023",Price ChangedMLSListings #ML81939232,1999888.0,"Aug 25, 2023",Listed (Active)MLSListings #ML81939232,2199888.0,"Sep 29, 2022",Pending (Pending (Do Not Show))MLSListings #ML81907876,NA,"Sep 19, 2022",Listed (Active)MLSListings #ML81907876,1100000.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2421 Monroe St,Santa Clara,CA,95051,1650000,4.0,2.5,SANTA CLARA,1693.0,8456.0,1965.0,36.0,975.0,,Active,October-1-2023 12:00 PM,October-1-2023 02:00 PM,https://www.redfin.com/CA/Santa-Clara/2421-Monroe-St-95051/home/1224656,MLSListings,ML81939868,N,Y,37.3644529,-121.9695064,Attached Garage,Formal Dining Room,Washer/Dryer,Central Forced Air,Central Forced Air,Public Utilities,1.0,5,6,8,2.5,975.0,1743492.0,11667.0,73,Very bikeable,40,Car-dependent,36,Some transit,Major,Minimal,Major,Minimal,"Places4 groceries, 28 restaurants, 5 parksTransit20, 21, 22, 53, 57, 59, ACE Gray, ACE Yellow, Rapid 522","Sep 29, 2023",Price ChangedMLSListings #ML81939868,1650000.0,https://www.redfin.com/CA/Santa-Clara/2421-Monroe-St-95051/home/1224656,2.0,"Shower and Tub, Stall Shower",Granite,"Aug 25, 2023",Listed (Active)MLSListings #ML81939868,1748000.0,"Sep 12, 2016",Pending (Pending (Do Not Show))MLSListings #ML81599121,NA,"Aug 19, 2016",ContingentMLSListings #ML81599121,NA,"Aug 17, 2016",Price ChangedMLSListings #ML81599121,899000.0,,,,"Aug 9, 2016",Listed (Active)MLSListings #ML81599121,999999.0,,,,,,
MLS Listing,,Single Family Residential,3085 Fresno St,Santa Clara,CA,95051,1799000,3.0,2.0,SANTA CLARA,1349.0,7920.0,1948.0,36.0,1334.0,,Active,,,https://www.redfin.com/CA/Santa-Clara/3085-Fresno-St-95051/home/633213,MLSListings,ML81939484,N,Y,37.3502071,-121.9818352,"Detached, Parking Area",Formal Dining Room,,Central Forced Air,Central Forced Air,Public Utilities,1.0,5,6,7,2.5,1334.0,1881661.0,12720.0,68,Bikeable,82,Very walkable,45,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 32 restaurants, 0 parksTransit21, 22, 53, 57, ACE Gray, ACE Yellow, Rapid 522","Aug 25, 2023",Listed (Active)MLSListings #ML81939484,1799000.0,https://www.redfin.com/CA/Santa-Clara/3085-Fresno-St-95051/home/633213,,"Dual Flush Toilet, Full on Ground Floor, Primary (Stall Shower(s)), Stall Shower, Updated Bath(s)","Laminate, Tile","Feb 21, 2019",Pending (Pending (Do Not Show))MLSListings #ML81721253,NA,"Feb 19, 2019",Relisted (Active)MLSListings #ML81721253,NA,"Feb 1, 2019",Pending (Pending (Do Not Show))MLSListings #ML81721253,NA,"Oct 11, 2018",Price ChangedMLSListings #ML81721253,1399950.0,,,,"Sep 24, 2018",Price ChangedMLSListings #ML81721253,1499950.0,"Sep 5, 2018",Listed (Active)MLSListings #ML81721253,1599888.0,,,
MLS Listing,,Condo/Co-op,1883 Agnew Rd #445,Santa Clara,CA,95054,858000,2.0,2.0,SANTA CLARA,1070.0,,2006.0,37.0,802.0,441.0,Active,,,https://www.redfin.com/CA/Santa-Clara/1883-Agnew-Rd-95054/unit-445/home/12179367,MLSListings,ML81939753,N,Y,37.3957556,-121.9582914,"Assigned Spaces, Covered Parking, Gate/Door Opener, Guest/Visitor Parking",Dining Area in Living Room,"Inside, Washer/Dryer",Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,NA,NA,7,2.5,802.0,857694.0,6508.0,74,Very bikeable,58,Somewhat walkable,36,Some transit,NA,NA,NA,NA,"Places2 groceries, 25 restaurants, 7 parksTransit20, 200, 57, 59, ACE, ACE Brown, ACE Gray, ACE Green, ACE Orange, ACE Purple, ACE Red, ACE Violet, ACE Yellow, ACETrain, BB (Oct23), BB (Sep23), Blue (Civc-Bayp), Blue Line, Blue Line (Blos-Trsa), Blue Line Modified, Blue Line Special, Blue-Event, Blue-North Portion, BlueBB (9/1/23-9/14/23), BlueN, BusBridge (5/22-6/4), BusBridge (6/18-6/27), BusBridge (6/18-6/29), BusBridge (7/6-7/18), BusBridge (7/6-7/19), BusBridge (7/6-7/21), BusBridge (Bypt-Civc), BusBridge (Bypt-Foak), CC, Event Blue, Event Green, Event Orange, Event Special, Event-Blue, Event-Green, Event-Orange, Event-Special, Express 121, Green (Civc-OldI), Green Line, Green Line Modified, Green Line Special, Green-Event, Green-North Portion, GreenN, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Santa Teresa, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Aug 24, 2023",Listed (Active)MLSListings #ML81939753,858000.0,https://www.redfin.com/CA/Santa-Clara/1883-Agnew-Rd-95054/unit-445/home/12179367,2.0,"Granite, 2+ Showers Over Tubs, Tile, Tub in Master Bedroom","Carpet, Tile, Vinyl/Linoleum","Oct 12, 2021",Pending (Pending (Do Not Show))MLSListings #ML81854424,NA,"Sep 7, 2021",Price ChangedMLSListings #ML81854424,849999.0,"Sep 3, 2021",Relisted (Active)MLSListings #ML81854424,NA,"Aug 30, 2021",ContingentMLSListings #ML81854424,NA,"Common Area Electricity, Common Area Gas, Garbage, Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Management Fee, Pools, Spa, or Tennis, Reserves, Roof, Water",Community Association Management,Monthly,"Aug 11, 2021",Listed (Active)MLSListings #ML81854424,899999.0,,,,,,
MLS Listing,,Townhouse,1160 Pomeroy Ave,Santa Clara,CA,95051,1149000,4.0,2.5,SANTA CLARA,1476.0,648.0,1963.0,38.0,778.0,691.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Santa-Clara/1160-Pomeroy-Ave-95051/home/736229,MLSListings,ML81939526,N,Y,37.3472253,-121.9880365,"Assigned Spaces, Carport, Guest/Visitor Parking, Other",Dining Area in Living Room,,,"Radiant, Other (See Remarks)",Public Utilities,2.0,5,6,7,2.5,778.0,,8815.0,72,Very bikeable,78,Very walkable,41,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 27 restaurants, 2 parksTransit21, 22, 23, 53, 56, 57, L1, L2, L3, L6, Rapid 522, Rapid 523","Sep 27, 2023",Price ChangedMLSListings #ML81939526,1149000.0,https://www.redfin.com/CA/Santa-Clara/1160-Pomeroy-Ave-95051/home/736229,,,,"Aug 23, 2023",Listed (Active)MLSListings #ML81939526,1199000.0,,,,,,,,,,"Common Area Electricity, Common Area Gas, Landscaping/Gardening, Pools, Spa, or Tennis, Recreation Facility, Reserves, Roof, Other (See Remarks)",Pomeroy HOA,,,,,,,,,,
